pChEMBL Value,Canomicalsmiles
4.66,C/C(=N\NC(=O)/C(C#N)=C/c1cccc([N+](=O)[O-])c1)c1c(O)c2ccc(O)cc2oc1=O
6.57,COc1ccc(-c2nn3c(-c4ccc5c(c4)OCO5)nnc3s2)cc1N
4.96,Clc1ccc2[nH]c(CCC3CCCCC3)nc2c1
4.79,COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OCCCN1CCNCCNCC1
4.94,Nc1ccc(C(=O)/C=C/c2[nH]nc3c2Cc2ccccc2-3)cc1
5.48,COc1ccc(/C=N/NC(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)cc2)c(OC)c1OC
6.05,COc1cc(C)c2[nH]c(=O)c3ccccc3c2c1-c1ccc(C2(CN)CC2)cc1
5.22,COc1ccc(CC(=O)c2ccc3c(c2OC)C=CC(C)(C)O3)cc1OC
5.63,CCc1n(Cc2ccc3ccccc3c2)cc[n+]1Cc1ccc2ccccc2c1.[Br-]
4.39,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C
5.38,CCN(CC)CCCNc1c2cc(/C=C/c3ccc(SC)cc3)ccc2nc2c1[nH]c1ccccc12
4.99,Nc1ccc(OS(=O)(=O)c2ccc3[nH]c4ccncc4c3c2)cc1
6.19,COc1ccc2nc3cc(Cl)ccc3c(NCc3ccc4c(c3)OCO4)c2c1
5.42,NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccc([N+](=O)[O-])cc2)cc1
4.6,Cc1cc(=O)n(-c2ccccc2OC(F)(F)F)nc1C(=O)Nc1ccc(Oc2ncnc3c2ccn3C)cc1
8.17,CNCC(=O)O[C@H]1c2cc3c(cc2[C@@H](c2cc(OC)c(OC)c(OC)c2)[C@H]2C(=O)OC[C@@H]21)OCO3
7.03,COc1ccc2c(c1O)NC(=O)C(C)N=C2c1cc(OC)c(OC)c(SC)c1
5.54,COc1ccc(/C=C2\CNC/C(=C\c3ccc(OC)c(OC)c3)C2=O)cc1OC
4.73,CC(C)C[C@@H](NC(=S)Nc1ccccc1)c1nc2ccccc2[nH]1
6.07,O=c1cc(-n2cc(COc3ccc(F)cc3)nn2)c2cc(Br)ccc2o1
4.19,C=CC[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1cc(F)c(Br)cc1F
5.04,COc1cc(/C=C/C(=O)c2ccc(C)cc2)ccc1OCCCN1CC(C)OC(C)C1
4.42,COc1ccc2c3nc4ccccc4n(CCN(C)C)c-3cc(=O)c2c1
4.88,CCCSc1nc(Cl)c2c(n1)N(CC1CCCCC1)C(C(=O)N1CCN(C)CC1)N2
4.75,O=C(Nc1nccs1)Nc1cc(-c2cncnc2)ccc1OC(F)(F)F
4.25,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(C(=O)O)CCC[C@]21C
5.53,Nc1nc(N)c2cc(CSC(=S)N3CCN(c4ccc(Cl)c(Cl)c4)CC3)ccc2n1
6.51,O=S(=O)(c1ccccc1)c1nc2ccccc2nc1N1CCCC(O)C1
4.27,COc1cc2ncnc(Nc3ccc(N(CCCl)CCCl)cc3)c2cc1O
7.09,COc1ccc(-c2nn3c(-c4ccc(OC)c(OC)c4OC)nnc3s2)cc1N
7.01,COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O
5.82,CCc1nsc2c1C(=O)c1cccnc1C2=O
4.36,C=CCn1c(-c2cc(OC)c(OC)cc2C=C)cc2ccccc2c1=O
8.0,C[C@H]1[C@@H](O[C@@H](C#N)c2ccc(Br)cc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
5.92,COc1cc2ncnc(N3CCc4ccccc43)c2cc1NC(=O)/C=C/CN1CCCC1
7.22,COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3ncccc3C)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
4.66,Cc1ccc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
4.14,Cn1nc(-c2ccc(C(F)(F)F)cc2)cc1-c1nnc(SCc2c(F)cccc2F)o1
5.48,CCOc1ccc(-c2sc(C)nc2-c2cc(OC)c(OC)c(OC)c2)cc1
4.64,N#Cc1c(N=Cc2cccnc2)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2
6.44,Cc1c(C(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)nnn1-c1ccccc1
5.52,CCN(CC)CCCNc1c2cc(/C=C/c3ccc(SC)cc3)ccc2nc2c1oc1ccccc12
5.11,COC1=C(OC)C23C(=C/C1=N\OC(=O)C1CC1)C[C@H](C)[C@@]2(C)Cc1cc(OC)c(OC)c(OC)c13
5.32,CCCCCCCCn1c2cc(OC)ccc2c2ccnc(C)c21
4.5,C=C(c1cc(Cl)cc(Cl)c1OCc1ccccc1)C1COC2(OO1)C1CC3CC(C1)CC2C3
4.63,O=C1O/C(=C\Cn2cc(-c3cccc(O)c3)nn2)C(OCc2ccccc2)=C1OCc1ccccc1
5.01,C=C(C(CC=C(C)C)OC(=O)/C(C)=C\C)[C@@H]1C(=O)C(OC(C)=O)=C(C)[C@H](O)[C@H]1OC(=O)/C(C)=C\C
6.21,COc1ccc(CNc2c3ccc(Cl)cc3nc3ccc(OC)cc23)cc1
4.7,COc1cc(OC)cc(-c2nnc(SCc3ccccc3)o2)c1
5.61,Cc1ccc(NC(=O)Cn2cc(-c3ccc4c(NC(=O)C(C)C)n[nH]c4c3)cn2)cc1C(F)(F)F
5.48,CC1(C)CCC[C@]2(C)[C@@H](CC[C@@](C)(O)/C=C/c3ccc(Cl)nc3)[C@](C)(O)CC[C@@H]12
5.52,CC1=CC(=O)c2c(O)cccc2C1=O
5.71,COc1ccccc1-c1csc2cnc(Nc3ccc(NC(=O)CN)cc3)nc12
4.21,CCOP(=O)(OCC)C(Nc1ccccc1)c1ccc(OC)c(O)c1
4.8,O=C(/C=C\c1cn(-c2ccccc2)nc1-c1ccc(Br)cc1)Nc1ccc(Cl)cc1
7.38,CC[C@H]1O[C@@H](O[C@@H]2c3cc4c(cc3[C@@H](c3cc(OC)c(O)c(OC)c3)[C@H]3C(=O)OC[C@@H]32)OCO4)CC[C@H]1O
4.92,O=C1C=CCCN1C(=O)/C=C/c1c(O)c2ccccc2oc1=O
7.3,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O
6.75,CO[C@H]1CC(=O)O[C@H]([C@@H](COC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)OC(C)=O)[C@@H]1OC(C)=O
6.08,COC(=O)Nc1nc2cc(Sc3c(C)[nH]c4ccccc34)ccc2[nH]1
4.62,C/C=C/C(=O)OCC1=CC(O)CCC1=O
5.24,CCN(CC)CCCCn1c(N)c(-c2nc3ccccc3[nH]2)c2nc(C#N)c(C#N)nc21
4.75,COc1ccc(OC)c(/C=N/c2c(C#N)ncn2Cc2ccccc2Cl)c1
5.67,COc1cc(N(C)CCN(C)C)c(NC(=O)C=C(C)C)cc1Nc1nc2c(c(-c3cn(C)c4ccc(F)cc34)n1)CS(=O)(=O)CC2
5.01,O=c1c2nncn2c2cnc(Nc3ccc(N4CCN(CCO)CC4)cc3)nc2n1C1CCCC1
5.11,CC(C)(C)c1ccc(S(=O)(=O)n2cc3c(=O)oc4ccccc4c3n2)cc1
6.15,COc1nc(N2CCCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1
5.55,CC(=O)Cc1cc2c(CCCO)cc(O)cc2c(=O)o1
10.16,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1
5.41,Cc1nc2ccc(NC(=O)CN3CCN(CCN4C(=O)c5cccc6cccc(c56)C4=O)CC3)cc2s1
5.33,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(OCCN3CCOCC3)cc2)ncc1Cl
4.38,CCn1c2ccncc2c2cc(C(=O)c3ccccc3Cl)ccc21
5.7,CC(=O)O[C@@H]1C=CC(=O)O[C@@H]1[C@@H](COC(=O)/C=C/c1ccccc1)OC(C)=O
5.15,COc1cc(/C(=N\Nc2ccccc2)c2nc(-c3ccccc3)n[nH]c2=O)cc(OC)c1OC
4.46,COC(=O)C[C@H]1C[C@@H](O)[C@H](C)[C@@H](c2ccccc2)N1
7.38,COc1cc([C@@H]2c3cc4c(cc3[C@H](O[C@H]3CC[C@@H](O)[C@H](C(C)C)O3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
5.76,O=C(Nc1cc(-c2ccc3c(c2)OCO3)cc(-c2ccc3c(c2)OCO3)c1)C(Cl)Cl
5.09,c1cc(N2CCCC2)nc(Nc2ccc(Oc3ncnc4sccc34)cc2)n1
5.37,COc1c(NS(=O)(=O)c2ccc(F)cc2)cc(-c2ccc3nc(NC(C)=O)sc3n2)cc1C(N)=O
5.18,COC(=O)/C(=C(\N)C(=O)c1ccccc1)C1C(=O)N(Cc2ccccc2)c2ccc(C)cc21
5.41,O=C(Nc1nc2ccc(Cl)cc2s1)c1cn(-c2ccccc2)nc1-c1ccc(F)cc1
5.01,O=C(CCCCCCN(Cc1ccc(F)cc1)c1ncc(C(=O)NCCCn2ccnc2)s1)NO
6.51,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c4c(ccc3nc2-1)OCN(c1ccc(Cl)cc1)C4
5.09,Clc1ccc(-c2nc3ccccc3c3c2c(-c2ccccc2)nn3-c2ccccc2)c(Cl)c1
5.72,COc1ccc(-c2ncc(C(=O)NCCCCCCC(=O)NO)s2)c(OC)c1
4.36,O=C(Nc1cccc(CNc2ncnc3ccccc23)c1)Nc1cccc(C(F)(F)F)c1
8.42,COC(=O)n1cnc2c(OC)ccc(-c3ocnc3-c3cc(OC)c(OC)c(OC)c3)c21
4.28,O=C(O)CC1OC[C@@H](Cc2ccc3c(c2)OCO3)[C@@H]1Cc1ccc2c(c1)OCO2
4.78,CC(C)[S+]([O-])CCCN=C=S
5.15,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(CNC(=O)/C=C/c3ccccc3)nn1)=C\CC[C@@]1(C)O[C@@H]21
4.74,C/C=C/C(=O)OCC1=C[C@H](O)[C@@H]2C[C@@H]2C1=O
5.04,CCCCn1c2ccccc2c2cc[n+](Cc3ccccc3)c(/C=C/c3ccc(OC)cc3)c21.[Br-]
5.57,COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC(=O)N[C@@H](Cc1ccccc1)C(=O)NC1CCCC1
5.29,O=C(Nc1ccc(Cl)c(Cl)c1)C(Cl)Cl
4.79,COc1ccc(-c2nc3sc(C)nn3c2-c2nc3c(C)c(C)ccc3[nH]2)cc1
7.0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](N)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
5.07,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]2(O)COC(C)=O
5.05,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1CC(Sc1ncccn1)C1=CCOC1=O
6.16,O=[N+]([O-])c1ccc(NN=C(c2nc3ccccc3[nH]2)c2nc3ccccc3[nH]2)cc1
6.68,COc1cc(-c2cc(-c3c[nH]c4ccccc34)nc(N)c2C#N)cc(OC)c1OC
5.8,COc1ccc(N/C=C\C(=O)c2c(-c3ccccc3)nc3ccccn23)cc1
5.2,N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1cnc2ccccc2c1
4.63,CCc1ccc(C2C(C#N)=C(N)Oc3c(N)cc4nc5ccccc5nc4c32)cc1
5.21,C=C1CCC[C@H]2[C@](C)(CC3=CC(=O)C=C(N(C)CCS(=O)(=O)O)C3=O)[C@@H](C)CC[C@@]12C
4.47,CC(C)=CCC1=C(Cl)C(=O)c2ccccc2C1=O
4.81,COc1cc2c(-c3cc(-c4ccc(F)cc4Cl)c(C#N)c(N)n3)cn(C)c2c(OC)c1OC
4.11,O=S1(=O)C=Cc2cc(-c3ccc(C(F)(F)F)cc3)cnc2O1
5.33,C=C(c1ccc(Cl)c(Cl)c1)C1COC2(CCCC2)OO1
5.33,Cc1cn(-c2ccccc2)nc(C(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)c1=O
5.37,CSc1ccc(/C=C/c2ccc3nc4c(oc5ccccc54)c(NCCNCCO)c3c2)cc1
4.95,C=CC(=C)CC[C@]1(C)[C@H]2CC(=O)C=C3[C@H](OC(=O)CCC)O[C@H](OC(C)=O)[C@@]32[C@H](OC)C[C@@H]1C
4.61,CC(C)(C)OC(=O)n1cc(CNC(=S)Nc2ccc(F)cc2)c2ccccc21
4.29,CCCn1cc(-c2cc(C(=O)NN)n(Cc3ccc(F)cc3)n2)c2ccccc21
5.7,CCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccc(OC)cc4)c3=O)cc2)ccn1
4.59,COC(=O)C(c1ccc(F)cc1)N1C(=O)c2ccc(Cl)cc2NC(=S)C1c1ccc(F)cc1
4.53,CCCn1nc(-c2cn(Cc3ccc(Cl)cc3Cl)c3ccccc23)cc1C(=O)NN
4.2,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](COC(=O)/C=C/c3ccc(Cl)c(Cl)c3)[C@@H](O)[C@H](O)[C@H]1OC2=O
4.56,Cc1c(OCC(=O)NCC2CCCO2)ccc2c(=O)c3ccc(OCC(=O)NCC4CCCO4)cc3oc12
4.5,O=C1OCC2=C1C1(C(=O)Nc3ccc(Br)cc31)c1c(-c3ccccc3)n[nH]c1N2
5.2,COc1c(NS(=O)(=O)c2ccc(F)cc2)cc(-c2ccc3nc(NC(=O)C4CC4)sc3c2)cc1C(N)=O
4.62,C#CCOc1ccc2oc(=O)ccc2c1
5.12,CNCCCN1C(=O)c2cccc3c(N4CCN(C(=O)OC(C)(C)C)CC4)c([N+](=O)[O-])cc(c23)C1=O
5.9,COc1cc(-c2cncc3cc(-c4ccc5cnn(C)c5c4)nn23)cc([Se]C)c1OC
5.03,O=C(Nc1ccc(Nc2ncnc3c2Cc2ccccc2N3)cc1)Nc1cccc(C(F)(F)F)c1
4.54,CN(C1=NC[C@]2(S1)c1ccccc1N(C(=O)OC(C)(C)C)[C@H]2O)c1ccccc1
4.63,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1nc2ccccc2[nH]1
5.13,CCCN(CCC)CC(O)COc1ccc2c(c1)C(=O)c1cc(OCC(O)CN(CCC)CCC)ccc1-2
4.89,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
4.58,O=C(COc1ccc(F)cc1F)Nc1nc(-c2ccc(Cl)cc2)cs1
4.69,Cc1ccc(NC(=O)c2c(N=Cc3cccnc3)c(C#N)c3n2CCC3)cc1
4.64,COc1cc(C(=O)c2ccc3c(c2)c(-c2nc4cc(Cl)c(F)cc4[nH]2)cn3C)cc(OC)c1OC
4.61,CCOC(=O)C1(C(=O)Nc2ccccc2[N+](=O)[O-])CC1c1cc(OC)c(OC)c(OC)c1
5.11,CC1=NN(c2ccccc2)C(=O)[C@@]12C(=O)C=CC[C@@H]2c1ccccc1
6.34,O=C(CCSC(=S)N1CCN(c2ncccn2)CC1)Nc1cccc(NC(=O)c2ccccn2)c1
4.6,COc1cccc(Nc2nc3c(c(Oc4cccc(NC(=O)/C=C/C(C)C)c4)n2)CSCC3)c1
5.88,COc1ccc(/C=N/c2c(C#N)ncn2Cc2ccc(F)cc2)cc1O
6.51,C=CC(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
4.37,O=c1oc2cc(O)c(O)cc2cc1-c1ccc(O)cc1
4.7,COc1ccc([C@H]2N[C@@H](CC(=O)O)C[C@H](O)[C@H]2C)cc1
4.24,CCCCOC1OC(=O)C(Cl)=C1Nc1ccc(Cl)cc1
5.44,O=C(NO)c1ccc(Cn2c(=O)n(CCc3ccc(F)cc3)c(=O)c3ccccc32)cc1
7.25,COc1ccc2c(/C=C(\C)C(=O)c3cc(OC)c(OC)c(OC)c3)cn(P(=O)([O-])[O-])c2c1.[Na+].[Na+]
5.05,CC(C)CC(=O)O[C@@H](c1ccccc1)c1cc(O)c(C(=O)O)c(=O)[nH]1
4.26,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(c(-c3ccccc3)c3c(c2OC)OCO3)CCN1C
5.05,CCOc1cccc(-c2cc(NC(=O)C(Cl)Cl)cc(-c3cccc(OCC)c3)c2)c1
5.03,C=C1C(=O)[C@]23CC[C@H]1C[C@H]2[C@@]12CCC[C@@](C)(CN(CCO)C1)[C@H]2CC3=O
6.28,COc1ccc(-c2nnnn2-c2cc(OC)c(OC)c(OC)c2)c(O)c1N
5.38,Cc1ccccc1NC(=O)CCC(=O)OCCCCCCSc1ccc([N+](=O)[O-])c2nonc12
4.71,CC(=O)O[C@@H]1C=C2/C(=N/O)C[C@H]3[C@@H]4CC(C(C)=O)[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1
4.02,O=C(Nc1cccc(Nc2ccc([N+](=O)[O-])c3ncnc(O)c23)c1)c1ccc(F)cc1
5.13,COc1ccc(-c2cc(-c3c(O)c4ccccc4oc3=O)nc(N)c2C#N)cc1OC
6.28,C=CCC1CN2CCC1CC2[C@H](O)c1cc(-c2cn(-c3ccccc3)nn2)nc2ccc(OC)cc12
4.0,Clc1ccc(C2CC(c3ccccc3)=NN2c2ccc(-c3ccccc3)nn2)cc1
8.28,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2cccc(Cl)c2)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
5.02,N#CC1=C(N)Oc2c(N)cc3nc4ccccc4nc3c2C1c1ccc(Cl)cc1
4.23,O=C(NCCc1c[nH]c2ccc(Br)cc12)c1ccccc1O
4.41,COc1cc(/C=N/c2c(C#N)ncn2Cc2ccccc2Cl)ccc1O
5.42,COc1cc(C(=O)n2nc(Nc3ccc(F)cc3)nc2N)cc(OC)c1OC
5.21,CCN(CC)CCCOC(=O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O.Cl
4.68,Cc1ccc(NC(=O)Cc2cccc(-c3ccc4c(NC(=O)C5CC5)n[nH]c4c3)c2)cc1C(F)(F)F
5.52,CC1=C(CC/C(C)=C/CC[C@@]2(C)CC[C@H]([C@H](C)C(=O)O)OO2)C(C)(C)CCC1
5.58,COc1cc(-c2ncoc2-c2ccc(OC)c3c2ncn3CC#N)cc(OC)c1OC
5.25,C[C@H]1[C@H](OC(=O)CCC(=O)OCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3.[Br-]
4.6,C=C1[C@@H]2CC[C@H]3[C@]45CO[C@H](CC4=O)C(C)(C)C5=C(O)C(=O)[C@]3(C2)[C@@H]1O
5.51,CCOc1ccc(-c2c(C(=O)c3cc(OC)c(OC)c(OC)c3)sc3ccccc23)cc1
4.63,O=[N+]([O-])c1cccc2c1NCC1C2=NN(c2ccccc2)C1c1ccc(F)cc1
6.02,COCOc1cc(O)c2c(c1)OC13C(=CC4CC1C(C)(C)OC3(C/C=C(\C)CBr)C4=O)C2=O
4.71,NC1CCc2nc(-c3ccncc3)nc(Nc3cccc(F)c3)c2C1
5.51,COc1cc(O)c2c(=O)cc(C3(O)C=CC(=O)C=C3)oc2c1
5.52,Cc1cc2c(o1)-c1ccccc1C(=O)C2=O
4.85,C/C(=N\NC(=O)c1cccc(F)c1)N1CCOCC1
5.1,Cn1cc2c3cc(F)ccc3nc-2c2cc(Cl)ccc21
5.21,Cc1cc2nc(NC(=O)CN3CCN(CCN4C(=O)c5cccc6cccc(c56)C4=O)CC3)sc2cc1C
4.94,C#Cc1cccc(Nc2ncnc3cc(OCCN4CCOCC4)c(OCCN4CCOCC4)cc23)c1
5.44,O=C(/C=C/c1ccccc1)c1c(O)ccc2c1SCO2
4.32,O=C1c2ccccc2Nc2ccccc2N1Cc1cn(Cc2ccc([N+](=O)[O-])cc2)nn1
4.32,Cn1nc(-c2nnc(SCCOc3ccccc3F)o2)cc1-c1ccc(C(F)(F)F)cc1
4.87,COc1ccc(C(=O)c2c(C#Cc3ccccc3)sc(C)c2C)cc1
5.29,COc1cc(Nc2ncnc3cc(-c4cccs4)sc23)cc(OC)c1OC
5.61,CP(C)(=O)c1ccccc1Nc1nc(Nc2ccc(C(=O)N[C@H]3CCCNC3)cc2)nc2[nH]ccc12
4.59,CC/C=C/C(=O)Nc1cccc(Oc2nc(Nc3ccn(C)n3)nc3ccsc23)c1
4.58,COc1ccc(N2CCN(C[C@@H]3C(=O)O[C@H]4[C@H]3C[C@@H](O)/C(C)=C/CC[C@@]3(C)O[C@H]43)CC2)cc1
5.73,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1
4.93,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(Cl)cc1
5.19,O=C1/C(=C/c2ccccc2F)COC/C1=C\c1ccccc1Br
5.1,CCOC(=O)c1cc2cc(Nc3ncnc4cc(OC)c(OCCCN5CCN(C)CC5)cc34)ccc2s1
6.05,C/C(O)=C(\C#N)C(=O)Nc1cc(OC(C)C)c(C(=O)Nc2c(F)cccc2Cl)cc1F
6.52,CCOC(=O)Nc1ccc(S(=O)(=O)N2C[C@H](c3ccccc3)NC2=O)c(C)c1C
4.14,CN1c2ccccc2C(=O)N2CCc3c(n(CC(=O)O)c4ccccc34)C21
4.56,O=C1c2ccccc2C(=O)c2c(-c3ccccc3)nsc21
4.42,O=C(Cn1c(CSc2ccccc2)nc2ccccc21)NN=Cc1ccc(F)cc1
5.74,NNC(=O)CC1CSC(N2N=C(c3ccccc3)CC2c2c(F)cccc2F)=N1
4.19,COc1ccc(-c2ccnc(Nc3ccc4cn[nH]c4c3)n2)cc1
5.7,CCCOc1ccc2c3cc[n+](CCC(C)C)c(C)c3n(CCC)c2c1.[Br-]
4.9,C[C@@H]1CC[C@]2(O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)SC1
4.66,CC(C)(C)c1nc2c(n1CCN1CCOCC1)C(=O)c1ccccc1C2=O
4.98,C/C(=N\NC(=O)c1cccc(Br)c1)c1ccc(C(=O)Nc2cc[nH]n2)cc1
6.55,COc1cc(C(=O)c2nc3ccccc3nc2OC)cc(OC)c1OC
5.96,Cc1ccc(N(C)C2=CC(=O)C(=O)c3ccccc32)cc1
4.51,c1csc(-c2nnc(CCCc3c[nH]c4ccccc34)o2)c1
6.01,COc1ncc(-c2ccc3nccc(C#CCN(C)C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1
4.53,COc1ccc(OC)c(C(=O)/C=C/c2ccc(OC(=O)/C=C/c3ccc(C)cc3)cc2)c1
4.44,O=c1c2c(oc3cc(Cl)ccc13)N1C[C@@H]3CCCN4CCC[C@@H]([C@H]34)[C@H]1CC2
6.75,COc1ccc(C(=O)c2cc(OC)c(OC)c(OC)c2)cc1O
5.62,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC1=O)C(=O)N2
5.21,COc1cc2ccc(=O)oc2cc1OCCCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1
4.66,COc1cc2c(Nc3ccc(C#N)cc3)ncnc2cc1OCCCN1CCCC1
5.26,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1OCCCCCC[Se]C#N
5.8,C=C1C(=O)[C@]23C[C@@]1(O)CC[C@H]2c1ccc(O)c(C)c1[C@@H]3Cn1cc(-c2ccccn2)nn1
4.09,CON1c2ccccc2[C@@]2(CN=C(SC)S2)[C@H]1Nc1ccccc1Cl
5.13,COc1ccc(C(=O)C[n+]2cn(CC(=O)N3CCC4(C)c5ccccc5N(Cc5ccccc5)C34)c3cc(C)c(C)cc32)cc1.[Br-]
4.89,Cc1oc2c3c(ccc2c(=O)c1C)OC[C@H]1[C@@H]3N(Cc2ccc(F)cc2)OC1(C)C
4.98,O=C1Nc2ccc(Cl)cc2/C1=N/NC(=S)N1CCN(c2ccccc2F)CC1
4.4,C(=C/c1nc(NCCN2CCCCC2)c2ccccc2n1)\c1ccc2c(c1)OCO2
4.21,O=C(NCCc1c[nH]c2ccc(Br)cc12)c1cc(Br)ccc1O
4.1,O=C(Nc1ccc2oc(-c3ccccc3)nc2c1)c1ccc(Cl)c(Br)c1
6.38,Cc1ccccc1-n1nc(C(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)c(C)cc1=O
4.08,O=C(Nc1ccc(Nc2ccc([N+](=O)[O-])c3ncnc(O)c23)cc1)c1cccc(F)c1
4.54,CC1=CCc2c(O)cc(CCc3ccccc3O)cc2OC1
5.12,CP(=O)(Oc1ccccc1)N1C/C(=C\c2cccnc2)C(=O)/C(=C/c2cccnc2)C1
4.51,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2C1=O
5.72,O=C(NCc1cn(Cc2cccc(Oc3ccccc3)c2)nn1)c1cccnc1Nc1cccc(F)c1
5.94,COc1cc(N2CCN(CC(=O)N3CCC[C@H]3CO)C2=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
9.29,COc1cc(C(=O)n2nc(Nc3ccc(C)cc3)nc2N)cc(OC)c1OC
4.28,c1ccc2nc(-c3nc4ccccc4s3)c(NCCCn3ccnc3)nc2c1
5.41,O=C1C(Cl)=C(Nc2cccc(S(=O)(=O)NCCc3ccccn3)c2)C(=O)c2ccccc21
5.07,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@H]3C(=O)C4(CC=C(C)C)OC[C@H]([C@H]3CN3CCNCC3)[C@]14O2
4.84,CCc1n(Cc2c(-c3ccccc3)oc3ccccc23)cc[n+]1CC(=O)c1ccc(F)cc1.[Br-]
4.79,Cc1ccc(-c2nn(-c3ccccc3)cc2/C=C\C(=O)Nc2ccccc2)cc1
4.28,CCOC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2ccc(C)c(C)c2)c1C(=O)OCC
6.16,CC(C)=CCC12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O
4.33,Cc1ccc(S(=O)(=O)N2CCN(c3c([N+](=O)[O-])cc4c5c(cccc35)C(=O)N(Cc3ccco3)C4=O)CC2)cc1
4.65,O=C1/C(=C/c2cccn2Cc2cccc(Cl)c2)CC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34
4.59,COC1(c2cc(=O)c3c(ccc4ccccc43)o2)C=CC(=O)C=C1
