pChEMBL Value,Canomicalsmiles
5.5,Cc1cc(C)cc(NC(=O)[C@@H](Cc2ccccc2)NC2=C/C(=N/O)c3ccccc3C2=O)c1
4.28,COc1cc(/C=N/Nc2nc(-c3ccc(Br)cc3)cs2)cc(Br)c1OC
4.44,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
5.07,COc1cc2c(cc1OC)[C@@H]1[C@@H]3Cc4cc(OC)c(OC)cc4[C@H](CNC(=O)/C=C/c4ccnc5ccccc45)N3[C@@H](C#N)[C@H](C2)N1C
4.8,Fc1ccc2c(c1)N=C(c1c[nH]c3cc(F)ccc13)/C2=N/OCc1ccccc1
5.42,COc1ccc(N(C)c2ccnc(Cl)n2)cc1[N+](=O)[O-]
5.22,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4
4.41,CCCCCCCCOC(c1ccc([N+](=O)[O-])cc1)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
4.52,CC(C)c1ccc2c(c1O)CC[C@H]1[C@@](C)(CO)[C@@H](O)CC[C@]21C
5.51,Cc1ccc(-c2ccnc(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)c(F)c3)c2)cc1
4.43,O=C1Nc2ccc([N+](=O)[O-])cc2/C1=C/c1cc(-c2ccc3c(c2)OCO3)n[nH]1
4.49,O=C1c2ccccc2C(=O)c2c1nc(-c1ccccn1)n2CCN1CCOCC1
5.68,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2c1[nH]c1ccc(O)cc21
5.34,O=C(CN1CCN(c2nnc(Cc3ccncc3)c3ccccc23)CC1)Nc1cccc(F)c1
4.59,O=C(Cn1nc(C(F)(F)F)c2c(-c3ccccc3)c3ccccc3nc21)N1CCCCC1
5.52,CCCn1c[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2c1C(=O)c1ccccc1C2=O.[Br-]
4.4,CCOC(=O)c1ccc(NC(=O)Cc2cccc3c(=O)c4ccc(C)c(C)c4oc23)cc1
4.25,CC(C)c1ccc(C(=O)/C=C/c2ccc(/C=C/C(=O)NO)o2)cc1
5.48,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(CCC)nn1)=C\CC[C@@]1(C)O[C@@H]21
5.24,Cc1cc(=O)n(-c2ccc(F)c(Cl)c2)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)cc1
5.28,COC(=O)c1c(O)ccc2oc3cc(C)cc(O)c3c(=O)c12
4.07,CON1c2ccccc2[C@@]2(CN=C(SC)S2)[C@@H]1Nc1ccc(Cl)cc1
5.42,COc1cc(-c2nc(/C=C/C(=O)c3ccco3)cc3c2[nH]c2ccccc23)cc(OC)c1OC
5.15,Cc1cccc(-c2ccnc(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)cc3)c2)c1
4.83,O=C1N(Cc2ccccc2)c2ccc(Br)cc2C12Cn1nncc1CO2
4.18,Cn1ccc2c(Oc3ccc(NC(=O)c4cc5cccnc5n(-c5ccccc5)c4=O)cc3)ncnc21
4.38,CCCSc1nc(Cl)c2c(n1)N(Cc1ccccc1)C(C(=O)NCCCN1CCOCC1)N2
4.84,CC1=C[C@H](OC(=O)c2ccc(O)cc2)[C@@H]2[C@](C)(CC[C@@]2(O)C(C)C)CC1=O
8.21,COC(=O)c1cc(NC(=O)c2cc(NC(=O)CCCOc3cc4c(cc3OC)C(=O)N3CCC[C@H]3C=N4)cn2C)cn1C
4.4,CC1=C(C)C(=O)c2c(nc(CCl)n2C)C1=O
5.45,COc1ccc(-c2nnnn2-c2cc(OC)c(OC)c(OC)c2)cc1OC
5.56,COc1ccc(C2=NN(C(=O)c3ccc(OC)c(OC)c3)C(c3ccc4c(c3)OCO4)C2)cc1
4.55,c1ccc(Sc2c(-c3ccccc3)nc3sc4ccccc4n23)cc1
5.27,COC(=O)C[C@H]1C[C@H](O)[C@@H](C)[C@@H](c2ccc(OC)cc2)N1
5.58,COc1cc(C2=NOC(c3cc(OC)c(OC)c(OC)c3)C2)ccc1O
5.64,COc1ccc2c(c1)C(=O)c1nc(C#N)c(C#N)nc1-2
4.59,COC(=O)[C@H](Cc1ccccc1)Nc1c2ccccc2nc2ccccc12
4.2,O=[N+]([O-])c1cc(Cl)cc2c1NCC1C2=NNC1c1ccc(F)cc1
7.71,Cc1cc(O)c(-c2ccc([C@@H](C)CN)cc2)c2c1[nH]c(=O)c1sccc12.Cl
4.26,O=S(=O)(NCCc1c[nH]c2ccc(F)cc12)c1ccc(Br)cc1OC(F)(F)F
5.4,CC(C)=CCOc1cccc2c1C(=O)C=C(C)C2=O
6.25,COCOc1cc2c(c(O)c1Br)C(=O)C1=CC3CC4C(C)(C)OC(C/C=C(\C)CO)(C3=O)C14O2
4.39,CSc1ccc(/C=C/c2ccc3nc4c(oc5ccccc54)c(NCN(C)C)c3c2)cc1
5.0,COc1ccc(C(=O)/C=C/c2[nH]nc3c2Cc2cc(OC)c(OC)cc2-3)cc1
4.04,Fc1ccc(/C=N/Nc2nc(-c3ccccc3)cs2)cc1F
4.71,O=C(Cn1c2ccccc2c(=O)c2ccccc21)Nc1ccc([N+](=O)[O-])cc1
4.05,C[C@]12O[C@@H]1CC[C@@]1(C)O[C@@H]1[C@H]1OC(=O)[C@@H](CN3CCCCC3)[C@@H]1C[C@H]2O
4.67,COc1cc(C(=O)c2noc(-c3ccccc3)n2)cc(OC)c1OC
4.48,O=C1c2ccccc2C(=O)c2c1nc(-c1cccc(C(F)(F)F)c1)n2CCN1CCOCC1
5.08,CN(c1ccc(Oc2ncnc3ccsc23)cc1)c1nccc(N2CCCCC2)n1
5.11,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC
4.06,COc1ccc(-c2ccc3nnc(-c4cc(OC)c(OC)c(OC)c4)n3c2)cc1OC
5.42,O=C1c2ccccc2C(=O)c2c1cc(NC1CCCCC1)c1nsnc21
5.18,Cc1cc2c(cc1C)[n+](CC(=O)c1ccccc1)cn2CC(=O)N1CCC2(C)c3ccccc3N(Cc3ccccc3)C12.[Br-]
4.74,C[C@@H]1Oc2ccc3ccccc3c2[C@@H]2[C@@H]1C=C(C=O)[C@@H](C)[C@]21C(=O)Nc2ccccc21
5.08,O=C1Nc2ccccc2C1(c1c[nH]c2ccc(Cl)cc12)c1c[nH]c2ccc(Cl)cc12
5.93,O=C1C=C[C@@]2(C[C@H](OC(=O)/C=C/c3ccc(F)cc3)[C@H](c3ccccc3)O2)O1
4.58,CC(=O)OC(C)(C)CCC(=O)[C@](C)(O)[C@H]1C(=O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
4.14,O=C1NC(=S)S/C1=C\C1=Cc2ccccc2OC1
5.4,Nc1nc(N)c2cc(CSC(=S)N3CCN(c4ncccn4)CC3)ccc2n1
5.0,C=C(c1ccc(Cl)cc1Cl)C1COC2(OO1)C1CC3CC(C1)CC2C3
4.13,C=CC[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
4.14,O=C(C1=C(O)C(=O)N(CCCn2ccnc2)C1c1ccc(Br)cc1)c1ccccc1
4.75,CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4CN1CCNCC1)C2=O
4.26,COc1ccc(/C=N/NC(=O)Cc2cccc3c(=O)c4ccc(C)c(C)c4oc23)cc1O
5.15,[Br-].c1ccc(C[n+]2cn(Cc3c(-c4ccccc4)oc4ccccc34)c3ccccc32)cc1
4.76,COc1ccc(OC)c(CN(C(=O)Nc2ccc(C)cc2)n2cnnc2)c1
7.81,COc1ccc(-c2c3c4cc(OC)c(O)cc4[nH]c(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O
4.76,Clc1ccc(CNC(c2ccc[nH]2)c2nnc(-c3ccc(Br)cc3)o2)cc1Cl
5.01,Cc1n(CC(=O)N2CCC3(C)c4ccccc4N(Cc4ccccc4)C23)c2ccccc2[n+]1CC(=O)c1ccc(Br)cc1.[Br-]
4.98,[O-]/[N+](=C\c1cn(-c2ccc(Cl)cc2)nn1)c1ccccc1
6.09,CC(C)Oc1nc(N2CCCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1
4.74,CN(C)CCNC(=O)c1cc(-c2ccc(F)cc2)nc2c1ccc1ccccc12
5.0,CC(C)CC(=O)O[C@H](c1ccccc1)c1cc(O)cc(=O)[nH]1
4.71,c1ccc(CO/N=C2/C(c3c[nH]c4ccccc34)=Nc3ccccc32)cc1
4.7,CNC(=O)Cn1nc(C)c2c(C)c3ccccc3nc21
4.94,Fc1ccc2sc(-c3nc4ccc(Br)cc4[nH]3)nc2c1
4.89,CCOC(=O)[C@H]1[C@H](C(=O)c2ccc(Cl)cc2)C12C(=O)Nc1ccccc12
5.64,CN(C)Cc1ccc2nc(NC(=O)N/N=C3\C(=O)Nc4ccc(F)cc43)sc2c1
4.92,O=C1OC(=O)[C@H]2[C@@H]1[C@H]1CC[C@H]2O1
4.47,COc1ccc(-c2nn3c(-c4ccc(OC)c(OC)c4OC)nnc3s2)cc1[N+](=O)[O-]
5.35,Fc1ccc(C(c2c[nH]c3ccc(Br)cc23)c2c[nH]c3ccc(Br)cc23)cc1
5.4,Nc1nc(N)c2cc(CSC(=S)N3CCN(c4ccccn4)CC3)ccc2n1
5.21,Br.N=C(N)[Se]Cc1c2ccccc2nc2ccccc12
4.58,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)N/N=C/c1ccc(F)cc1
5.6,C=C1C(=O)C=C[C@]2(C)[C@@H]1CC[C@]13C[C@](C)(CC[C@@H]21)C(=O)[C@H]3CN1CCCC1
4.81,CN(C)CCCNc1cc2nc(/C=C3/C(=O)Nc4cc(N5CCN(C)CC5)ccc43)n(C)c(=O)c2cc1F
4.59,COc1ccc2c(c1)nc1c3ccccc3c(=O)cc-1n2CCCN(C)C
5.5,COc1cc2c3c(c4cc(OC)c(OC)cc4c2cc1OC)C(c1ccc2c(c1)OCO2)CC(=O)N3
5.54,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)ccc1N
4.26,CC1=CCC[C@H]2[C@](C)(CC3=CC(=O)C=C(N[C@@H](C)C(=O)O)C3=O)[C@@H](C)CC[C@]12C
6.26,C[C@@H](CN(C)C)c1ccc(-c2c(O)cc(Cl)c3[nH]c(=O)c4c(O)cccc4c23)cc1
4.56,C/C1=C\CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(CN3CCCN(C(=O)c4ccc5ccccc5n4)CC3)[C@@H]2CC1
5.02,COC(=O)[C@H](O)[C@@H]1[C@@]2(C)C[C@@H]3O[C@@](O)(C=C4C5=CC(=O)O[C@@H](c6ccoc6)[C@]5(C)CC[C@@H]4[C@@]31C)[C@H]2O
5.28,O=C(CCN1CCCC1)Nc1cc2c3c(cc(NC(=O)CCN4CCCC4)cc3c1)C(=O)N(CCCN1CCCC1)C2=O
5.28,Cc1ccccc1N1CCN(C2=CC(=O)c3cccc(O)c3C2=O)CC1
8.11,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)CF)CC2
5.68,COc1cc(CCc2cc(OC)c(O)c(OC)c2)ccc1O
5.33,COc1cc(C(=O)c2nn(-c3ccccc3F)nc2N2CCN(C(C)=O)CC2)cc(OC)c1OC
6.5,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(C)c(C)cc1c2C[n+]1ccccc1.[Cl-]
5.92,COc1ccc(/C=C(\Cl)[S+]([O-])c2cc(OC)c(OC)c(OC)c2)cc1O
5.64,C=C1CCC[C@@]23C4=C(C[C@]2(C)[C@@H](C)CC[C@@]13C)C(=O)C=C(NCCS(=O)(=O)O)C4=O
5.02,Cl.N=C(N)c1ccc2[nH]c(-c3ccc(OCc4cn(Cc5ccccc5)nn4)cc3)nc2c1
4.97,COc1cc(OC)c(C(=O)/C=C/c2ccccc2[N+](=O)[O-])c(OC)c1
4.7,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)Nc1ccc(C)c(Cl)c1
4.27,Cc1ccc(-c2nnc(SCCCN3CCN(c4nc5ccccc5s4)CC3)o2)cc1
4.71,CCCCNC(=S)N/N=C(/CC(=O)c1cccc2c1C(=O)c1ccccc1C2=O)C(=O)OCC
5.19,CCCC(c1c[nH]c2ccc(Br)cc12)c1c[nH]c2ccc(Br)cc12
5.92,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1OCCCC[Se]C#N
4.5,Cc1coc2c3ccc4c(c3c3[nH]c(-c5cccc(C(F)(F)F)c5)nc3c12)CCCC4(C)C
5.16,Cc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)cc1
5.52,CCCCCCCCCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1
4.55,CC(C)C(=O)Nc1ccc2c(c1)C(=O)N1CCc3c([nH]c4ccccc34)C1O2
5.62,O=c1oc2ccccc2c(O)c1-c1cc(-c2ccc(F)cc2)nc(O)n1
4.37,C=CCCCCOc1ccc(OC)cc1-c1cnc(OCCC=C)n1C
5.19,COc1cc2ncnc(N3CCc4ccccc43)c2cc1NC(=O)/C=C/C(C)C
5.21,CCOC(=O)[C@H]1[C@H](C(=O)c2ccc3ccccc3c2)C12C(=O)Nc1ccc(Cl)cc12
5.09,COC(=O)[C@@H]1c2c(oc3cc(C)cc(OC)c3c2=O)C=C[C@H]1O
5.96,CN(C)CCCCOc1c(OCc2ccccc2)cc(O)c2c(=O)cc(-c3ccccc3)oc12
4.73,COc1ccccc1[C@H]1CC=CC(=O)[C@@]12C(=O)N(c1ccccc1)N=C2C
5.75,C=CS(=O)(=O)N1CC[C@H](Cn2cc(-c3ccc4c(c3)OCO4)c3c(N)ncnc32)C1
4.99,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCSCC3)cc2-c2ccc(C(F)(F)F)cc2)cc1
4.49,COc1cc(O)ccc1C(=O)/C=C/c1ccc(O)cc1
5.1,Clc1ccc2ccc(-c3nc4ccccc4[nH]3)nc2c1
5.01,C=C1C(=O)[C@]23CC[C@H]4[C@@](C)(CC[C@@H](O)[C@@]45CO5)[C@@H]2CC[C@H]1C3
4.49,CC(c1ccc2oc3ccccc3c2c1)n1c[n+](Cc2ccc([N+](=O)[O-])cc2)c2ccccc21.[Br-]
4.88,COc1ccc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OCCCCCCCC(=O)NO
4.28,O=C(Cn1c(CSc2ccccc2)nc2ccccc21)NN=Cc1ccc(O)cc1
4.1,COc1cc(/C=C/c2ccccc2)c(-c2ccccc2)c(OC)c1OC
5.79,COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC(=O)N[C@H](Cc1ccccc1)C(N)=O
7.66,COc1ccc2c3c(c4cc(OC)c(OC)cc4c2c1)C[C@H]1CCCN1C3
4.75,Cc1cc2nc(-c3cn(-c4ccccc4)nc3-c3ccc(Cl)cc3)[nH]c2cc1C
6.64,CN1c2ccccc2C(=O)N2CCc3c(n(CCOc4no[n+]([O-])c4S(=O)(=O)c4ccccc4)c4ccccc34)C21
4.62,C=C(C)[C@@]12OC3(/C=C/C=C\CCCCC)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@@H](O)[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(C)=O
6.12,Cc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3n2S(=O)(=O)c2ccccc2)cc1
4.73,C=CCSC(=S)NCc1cc2c([nH]c3ccccc32)c(-c2ccc(C(F)(F)F)cc2)n1
5.29,COC(=O)Nc1nc2cc(Sc3c[nH]c4ccc(C#N)cc34)ccc2[nH]1
4.67,O=C(N[C@H]1C[C@@H](C(=O)NO)N(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)C1)c1cccc2no[n+]([O-])c12
5.46,O=C(C1=Cc2cc(Br)ccc2S1(=O)=O)N1CCCC1
7.99,COc1c(Br)c2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)C(C)C)CC2
4.26,O=C1c2nc3ccccc3cc2CN1C[C@@H](O)CN1CCN(c2ccccc2)CC1
4.81,COC(=O)c1cc2c([nH]c3ccc(NC(=O)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc32)c(C)n1
4.88,COc1ccc(/C=C/C(=O)N2C[C@@H](NC(=O)c3ccc4no[n+]([O-])c4c3)C[C@H]2C(=O)NO)cc1OC
4.93,O=C1/C(=C\c2ccccc2)c2c(ncn2COCc2ccccc2)CCN1Cc1ccc(Cl)cc1
4.92,O=C(C[n+]1cn(C(c2ccccc2)c2ccc3oc4ccccc4c3c2)c2ccccc21)c1ccc(F)cc1.[Br-]
4.88,CCOC(=O)C12C(=O)OCC=C1COC2c1cc(OC)c(OC)c(OC)c1
5.19,O=C(Cn1cc(CN(c2ncccn2)c2nc3ccccc3s2)nn1)Nc1ccc(F)c(Cl)c1
4.72,O=C(c1ccco1)N1CCN(Cc2cc(=O)c(OCc3cccc(F)c3)co2)CC1
4.73,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)c1cnn(-c2ccc(C)cc2)c14
4.25,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12
5.24,O=C(/C=C\Nc1ccc(F)cc1)c1cn(-c2ccccc2)nc1-c1ccc(F)cc1
6.12,COc1ccc(Cl)cc1S(=O)(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1
6.54,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)cc1)c1nnn(-c2ccccc2)c1C(F)(F)F
7.3,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
5.96,CO[C@@H]1C=C[C@@]23c4cc5c(cc4C(O)[N+](C)(C[C@@H]2O)[C@H]3C1)OCO5.[Cl-]
4.96,CCCCCCCCCCCNC[C@@H]1OC[C@H](N)[C@@H]1O
6.17,CCN1CCN(c2ccc(Nc3ncc4c(n3)n(C3CCCC3)c(=O)c3nnc(C)n34)cc2)CC1
6.18,COc1ccccc1-c1csc2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)nc12
5.04,CC(=O)Nc1cc2nc3cc(CO)ccc3oc-2cc1=O
4.82,Cc1nc(C)c(C)nc1C
5.06,COc1cc(-c2nn(-c3ccccc3)cc2C(=O)/C=C\Nc2ccc(Cl)cc2)cc(OC)c1OC
5.92,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c4c(ccc3nc2-1)OCN(c1ccccc1C)C4
5.41,CCOC(=O)c1cc2cc(Nc3ncnc4cc(OC)c(OCCCN(C)C)cc34)ccc2s1
4.82,Cc1ccc(-n2c(S)nnc2Cn2nc(N)c3ccc(C(F)(F)F)nc32)cc1
4.68,C[C@@H](O[C@@H]1OC[C@H](O)[C@H](O)[C@H]1OCc1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
6.0,C[Se]c1ccc(N(C)C2=CC(=O)C(=O)c3ccccc32)cc1
4.79,CC(=O)Oc1ccccc1C(=O)NCCC[Se]C(F)(F)F
4.66,COc1cc([C@@H]2c3cc4c(cc3[C@@H](n3cc(CO)nn3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
7.09,COc1cc(-c2n[nH]c3ncc(-c4ccc(C)cc4)cc23)cc(OC)c1OC
5.17,Nc1nn(Cc2nnc(S)n2-c2ccccc2)c2nc(C(F)(F)F)ccc12
5.12,CC(C)(O)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](N)C(C)(C)[C@@H]3CC[C@]12C
5.06,O=C(Cn1c2ccccc2c(=O)c2ccccc21)Nc1ccc(C(=O)O)cc1
6.52,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1CCO
5.0,S=C(N/N=C1\CC2(CCCCC2)Oc2c1ccc1ccccc21)N1CCOCC1
5.67,Cc1cccc(-c2cc(-c3cc4ccccc4oc3=O)nc(Cc3ccc(F)cc3)n2)c1
4.83,O=C(CN1CCN(CCN2C(=O)c3cccc4cccc(c34)C2=O)CC1)Nc1nc2ccccc2s1
4.92,Cc1nc2sc3ccccc3n2c1-c1nnc(CCN2CCCC2)o1
5.89,COc1ccc(-c2cc3c(cn2)[nH]c(=O)n3-c2cc(OC)c(OC)c(OC)c2)cc1C(=O)O
5.44,CN(C)CCN1C(=O)c2cccc3cc(NC(=O)Nc4cc5c6c(cccc6c4)C(=O)N(CCN(C)C)C5=O)cc(c23)C1=O
5.49,C=C1C(=O)[C@]23CC[C@H]1C[C@H]2[C@@]12CCC[C@@](C)(COC1=O)[C@H]2C[C@H]3O
6.1,COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
4.75,C[C@H]1[C@H](NCc2ccc(OC(F)(F)F)cc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
4.87,CC1=C(C=O)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1
5.09,CCN(CC)c1ccc(C(=O)Nc2ccc(Oc3ncnc4ccsc34)cc2)cc1
5.46,COc1cc2c(cc1C(=O)/C=C/c1cc(Br)c(OC)c(OC)c1)SCO2
4.6,c1ccc(CCn2cc(CNc3c4ccccc4nc4c3oc3ccccc34)nn2)cc1
5.14,COc1ccc(C(=O)C[n+]2ccn(C(c3ccccc3)c3ccc4oc5ccccc5c4c3)c2)cc1.[Br-]
5.13,C=C1C(=O)O[C@H]2[C@H]1CC/C(CO)=C\CC[C@@]1(C)O[C@@H]21
4.87,Brc1ccc2[nH]c(CCC3CCCCC3)nc2c1
8.13,COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3ccc(COCCCO)cc3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
4.34,COc1ccccc1N/N=C1/C(=O)N(C(N)=S)N=C1c1ccccc1
4.75,COc1ccc(C2=NC2c2cc(OC)c(OC)c(OC)c2)cc1OC
6.01,COc1cc(C(=O)c2c[nH]c(-c3ccccc3)n2)cc(OC)c1OC
4.18,CCOC(=O)N1C/C(=C\c2cn(C)c3ccccc23)C(=O)/C(=C/c2cn(C)c3ccccc23)C1
7.4,COc1cc2c(c(OC)c1OC)-c1cc3cc(C(C)O)oc3cc1C(=O)CC2
4.79,CC(C)(C)c1nc(Nc2ccc(F)c(Cl)c2)sc1Cc1ccc2c(c1)OCO2
4.68,C=CCc1ccc(O)c(-c2ccc(OCCC)c(CC=C)c2)c1
5.58,Cc1cc(C)c(CNc2nc(-c3cccc(N4CCOCC4)c3)nc3c2ncn3C2CCCC2)c(=O)[nH]1
5.15,O=C(NNC(=O)c1ccccc1NS(=O)(=O)c1cnc(O)nc1O)c1ccccc1F
4.64,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C/C(=N\O)[C@@]4(F)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
5.74,COc1cc(N2CCN(CC(=O)NCCO)C2=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
4.26,COc1cc(OC)c2c(C)c(C(=O)NCc3ccccc3)oc2c1C(N)=O
4.2,O=C(Nc1ccc2oc(-c3ccccc3Cl)nc2c1)c1ccc(Cl)c(F)c1
4.21,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2ccccc2Cl)s1
5.48,COc1ccc(S(=O)(=O)n2ccc3cccc(-c4ccc(C#N)c(F)c4)c32)cc1
6.12,COc1cc(C(=O)c2nn(-c3ccc(C)cc3)nc2N2CCN(C(C)=O)CC2)cc(OC)c1OC
5.45,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(OC)cc1c2C
5.49,CCOC(=O)/C(=C(\N)C(=O)c1ccc(OC)cc1)C1C(=O)N(Cc2ccccc2)c2ccc(Cl)cc21
4.75,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)NCCC[Se]C(F)(F)F)OCC3
5.28,CC(C)NC(=N)NC(=N)Nc1ccc(F)c(F)c1
5.58,COc1ccc2nc3cc(Cl)ccc3c(NCc3ccc(C)cc3)c2c1
7.36,CC[C@@]1(OC(=O)[C@H](CC(C)C)NC(=S)NC(=O)c2ccccc2F)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
5.18,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2CCCCCCCCCC(=O)NO
5.34,COc1cc(NC(=O)c2c(O)n(-c3ccccc3)c(=S)n(-c3ccccc3)c2=O)ccc1F
4.95,COc1cccc(N2C(=O)COc3ccc(-c4cnc(OC)c(NS(=O)(=O)c5ccc(F)cc5)c4)cc32)c1
5.58,COc1cc(-c2cccc3[nH]c(-c4ccc5c(ccn5C)c4)nc23)cc(OC)c1OC
7.44,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1
4.86,COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)Nc2nc3ccccc3s2)cc1
4.08,COc1cccc(Nc2nccc(-c3ccc(Br)cc3)n2)c1
6.38,COc1ncc(-c2ccc3nc(NC(=O)NCCN4CCOCC4)nn3c2)cc1NS(=O)(=O)c1ccc(F)cc1
4.89,C=C(C)[C@@H]1CC[C@]2(C)[C@H](CC[C@@H]3[C@@H]([C@]4(C)CC[C@H](C(C)(C)O)O4)CC[C@]32C)[C@@]1(C)CCC(=O)OC
5.15,O=C(CCCCCCc1nc(-c2ccccc2)no1)NO
5.77,COc1cc([C@@H]2c3cc4c(cc3[C@@H](c3nc5c(F)c(F)c(F)c(F)c5o3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
5.06,CC(C)[C@@H]1NC(=O)[C@@H]2[C@@H](C)CCN2C(=O)[C@@H](C[C@@H](O)CO)OC(=O)CCNC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)N(C)C1=O
7.7,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2cccc(F)c2)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
4.73,CC(C)=CCC[C@@]12C(=O)CC[C@@H](C)[C@]1(C)CC[C@@](C)(O)[C@H]2Cc1c[nH]c2ccccc12
5.21,CC1(C)CC(=O)C2=C(C1)OC(C)(C)[C@@H]1CC[C@]3(C)Oc4ccc(Br)cc4C=C3[C@H]21
5.58,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccc(OC)c(F)c3)n2)cc1
5.12,CC(C)=CC[C@@H](OC(=O)/C=C\C(=O)c1ccccc1)C1=CC(=O)c2c(O)ccc(O)c2C1=O
