pChEMBL Value,Canomicalsmiles
1.0,O=C(Nc1cccc(Nc2nc(Nc3cccc(C(F)(F)F)c3)nc3ccsc23)c1)C1CC1
0.0,N#CC1=C(N)Oc2ccc3cc(Br)ccc3c2C1c1c(Cl)cccc1Cl
0.0,O=C1NC(=NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)SC1=Cc1c[nH]c2ccccc12
0.0,COc1cc(/C=C/c2cc(Nc3cc(OC)c(OC)c(OC)c3)c3c(OC)c(OC)c(OC)cc3n2)cc(OC)c1OC
1.0,COc1ccc2c(c1)CCc1n[nH]c(-c3cc(OC)c(OC)c(OC)c3)c1-2
1.0,COc1cc(/C=C\c2ccc3c(c2)c(C(=O)O)cn3C)cc(OC)c1OC
1.0,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)c1cccc(Cn2cc(CCOC(=O)[C@H](N)Cc3cn(C)c4ccccc34)nn2)c1
0.0,COc1ccc(Nc2cc(/C=C/c3ccc([N+](=O)[O-])cc3)nc3cc(OC)c(OC)c(OC)c23)cc1OC
0.0,COc1cc2c(cc1OCc1ccc(C(=O)Nc3ccccc3N)cc1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OS(N)(=O)=O)CC[C@@H]12
0.0,CCSc1ccc(-c2cncnc2-c2cc(OC)c(OC)c(OC)c2)cc1
1.0,COc1ccc(S(=O)(=O)N(C)c2cc(OC)ccc2OC)cc1
1.0,C=C(c1cccc(N(C)C)c1)c1cc(SC)nc(SC)c1
1.0,COc1ccc(-c2cccc(-c3cc(OC)c(OC)c(OC)c3)n2)cc1O
1.0,COc1cccc(Nc2nc(Nc3cccc(NC(=O)C4CC4)c3)c3ccsc3n2)c1
1.0,COc1cc(-c2c[nH]cc2-c2cc3ccccc3s2)cc(OC)c1OC
0.0,CC(=O)Nc1nc(=O)c2ncn(C(NC(=O)OCCn3c([N+](=O)[O-])cnc3C)C(Cl)(Cl)Cl)c2[nH]1
0.0,COc1cc2c(cc1OCCCCCC(=O)Nc1ccccc1N)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
1.0,COc1ccc(S(=O)(=O)n2cnc3cc(OC)c(OC)cc32)cc1
0.0,CCOC(=O)NC(n1cnc2c(N)nc(Cl)nc21)C(Cl)(Cl)Cl
0.0,COc1cc(-c2nccn2CC(C)C)cc(OC)c1OC
1.0,CCOC(=O)CCNC(=O)c1cn(C)c2ccc(/C=C\c3cc(OC)c(OC)c(OC)c3)cc12
1.0,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@@H](OC(=O)CNC(=O)OCc3ccc(NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@@H](NC(=O)CCCCCN4C(=O)C=CC4=O)C(C)C)cc3)[C@@H](Cl)c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
0.0,Cn1cc(C=C2SC(=NCc3ccc(F)cc3)NC2=O)c2ccccc21
0.0,COc1ccc(CNC(=O)Cc2ccc(NC(=O)c3cccc(Cl)c3)cc2)cc1
0.0,CNC(=S)NNC(=O)C1=C(O)C=C(c2ccc(OC)cc2)CC1c1ccccc1
0.0,COc1cc(-c2nccn2C)cc(OC)c1OC
1.0,CCOC(=O)Cn1c(C)c(/C=N/NC(=O)c2cc3c(ccc4ccccc43)o2)c2ccccc21
0.0,COc1ccc2c(c1OCCCCSc1nnc(NC(=O)c3ccc(C(F)(F)F)cc3Br)s1)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
1.0,COc1ccc(-c2cccc(C(=O)c3cc(OC)c(OC)c(OC)c3)n2)cc1
0.0,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
0.0,COc1ccc(/C=C\c2ccc3c(c2)c(CO)cn3C)c(OC)c1OC
1.0,COc1ccc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)N32)OCO4)cc1OC
1.0,COc1cccc(Oc2cc(Nc3cccc(NC(=O)C4CC4)c3)ncn2)c1
1.0,COc1ccc([C@H]2[C@H](CF)C(=O)N2c2cc(OC)c(OC)c([Se]C)c2)cc1O
0.0,CCn1ccnc1-c1cc(OC)c(OC)c(OC)c1
0.0,Cc1c(Cl)nc(NC(NC(=O)OCCn2c([N+](=O)[O-])cnc2C)C(Cl)(Cl)Cl)nc1Cl
1.0,CC(=O)OC1=C(c2cccc3ccc(C)nc23)Oc2cc3ccccc3cc2-n2cccc21
1.0,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
0.0,CCOP(=O)(OCC)C(Nc1ccc(CC(=O)Nc2cc(C=CC(=O)c3ccc(OC)c4c3OC(C)(C)C=C4)ccc2OC)cc1)c1ccc(F)cc1
0.0,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1)c1ccc([N+](=O)[O-])cc1
1.0,COc1cc(N2C(=O)C(c3ccccc3)C2c2ccc(OC)c(OC)c2OC)cc(OC)c1OC
0.0,CSc1ncc(/C=C/C(=O)c2ccc3ccccc3c2)n1Cc1ccccc1
1.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
0.0,COc1ccc(C(=O)/C=C/c2cn(-c3ccccc3)nc2-c2ccc(OCc3ccccc3)cc2)c(OC)c1
0.0,Cc1ncc([N+](=O)[O-])n1CCOC(=O)NC(n1cnc2c(NCc3ccccc3)ncnc21)C(Cl)(Cl)Cl
1.0,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2OCC(F)(F)F)cc1F
0.0,COc1ccc(NC(=O)CSc2nnc(-c3cc(OC)c(OC)c(OC)c3)n2N)cc1OC
1.0,O=C(N/N=C/c1ccc(Br)o1)c1[nH]c2ccc(Br)cc2c1-c1ccccc1
0.0,COc1cc(/C=C/c2cc(Nc3cc(OC)c(OC)c(OC)c3)c3c(OC)c(OC)c(OC)cc3n2)cc(OC)c1OC
0.0,O=C1NC(=NCc2cccc(Cl)c2)SC1=Cc1c[nH]c2ccccc12
0.0,Cc1c(C(=O)C(=O)Nc2cccnc2)cc(-c2ccc(Cl)cc2)n1-c1ccccc1
0.0,CC(C)(C)c1nc(Nc2cc(Cl)cc(Cl)c2)sc1Cc1cc2ccccc2[nH]c1=O
0.0,CCN1C(=O)[C@@H]2Cc3cc4c(cc3[C@@H](c3cc(OC)c(OC)c(OC)c3)N2C1=S)OCO4
0.0,COC(=O)c1coc(-c2nc3oc2[C@@]2(c4ccccc4)C(=O)Nc4ccc(cc42)C[C@H](NC(=O)[C@@H](O)C(C)C)C(=O)N[C@H]3C(C)(C)C)n1
1.0,O=C(Nc1cccc(Nc2cc(N3CCc4ccccc43)ncn2)c1)C1CC1
0.0,COc1ccc(C(=O)Nc2nnc(SCCCCOc3c(OC)ccc4c3C(=O)O[C@@H]4[C@H]3c4c(cc5c(c4OC)OCO5)CCN3C)s2)cc1OC
0.0,N#C/C(=C\c1ccc[nH]1)c1nc2ccccc2n1-c1ccccc1
1.0,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2OCC2CC2)cc1F
0.0,COc1ccc(/C=C/C(=O)OCc2c(/C=C/c3ccc(OC)cc3)cc(OC)cc2OC)cc1
1.0,COc1ccc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)N32)OCO4)cc1OC
0.0,O=C(Nc1ccc(OC(F)F)cc1)Nc1cccc(CNc2cnc3cc(F)c(F)cc3n2)c1
1.0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)OCCOCCO)CC2
0.0,O=C(c1nnnn1-c1ccccc1)N1CCN(c2cccc(Cl)c2)CC1
0.0,CC[C@]1(O)C[C@@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
1.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
0.0,COc1ccc(C2=CC(O)=C(C(=O)N3N=C(C)CC3=O)C(c3ccccc3)C2)cc1
0.0,COc1cc(C2=NC3=NC4=C(C(=O)CCC4)C(c4ccc(C)c(F)c4)N3N2)cc(OC)c1OC
1.0,COc1ccc(/C=C\c2ccc3c(c2)c(C=NO)cn3C)c(OC)c1OC
0.0,COc1ccc2c(c1OCCCCSc1nnc(NC(=O)c3ccc(N(C)C)cc3)s1)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
0.0,COc1ccc(-c2nc3ccccn3c2C(=O)/C=C\Nc2ccc(F)cc2)cc1
0.0,COc1ccccc1OS(=O)(=O)c1ccc(N2CCCC2=O)cc1
0.0,CCCCc1ccc2nc(NC(=O)OCCCl)[nH]c2c1
1.0,COc1cc(C(=O)c2nn(-c3ccccc3F)nc2N2CC(O)C2)cc(OC)c1OC
0.0,COc1ccc(C2c3cc(OC)c(OC)cc3CCN2C(=O)c2ccc(/C=C/c3ccccc3)cc2)cc1OC
1.0,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1
1.0,CN(C)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1OCF
1.0,COc1cc(C(=O)c2cccc(-c3c(C)cc(C)cc3C)n2)cc(OC)c1OC
0.0,COc1ccc(OS(=O)(=O)c2ccc(N3CC(=O)NC3=O)cc2)cc1OC
1.0,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
0.0,O=C1N=C(Nc2ccc(O)cc2)SC1=Cc1ccccc1C(F)(F)F
1.0,COc1ccc2c(c1)NC(=O)CN2c1nc(Cl)nc(C)c1C
0.0,COc1ccc(-c2cccc(-c3cc(OC)c(OC)c(OC)c3)n2)cc1/C=C/C(=O)O
0.0,COc1ccc(CN(C(=O)CSc2nc3ccccc3s2)c2cc(OC)c(OC)c(OC)c2)cc1C
1.0,COc1ccc(S(=O)(=O)N2CCc3cccc(NCc4ccc(C(=O)Nc5ccccc5N)cc4)c32)cc1
1.0,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@@H](OC(=O)CNC(=O)CCCCCN3C(=O)C=CC3=O)[C@@H](Cl)c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
1.0,COc1ccc2nc(OC)c(-c3nnc(-c4cc(OC)c(OC)c(OC)c4)o3)cc2c1
1.0,C=C(c1ccc2c(ccn2CO)c1)c1cc(C)nc2ccccc12
1.0,COc1c(I)c2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)CCCCl)CC2
1.0,CCOP(=O)(OCC)C(Nc1ccc(CC(=O)Oc2cc(/C=C\c3cc(OC)c(OC)c(OC)c3)ccc2OC)cc1)c1ccc(F)cc1
1.0,CCOc1ccc([C@@H]2[C@@H](Cl)C(=O)N2c2cc(OC)cc(OC)c2)cc1
0.0,O=C(NN=Cc1ccc(O)cc1)c1[nH]c2ccc(Cl)cc2c1-c1ccccc1
1.0,COc1ccc(/C=C\c2ccc3c(c2)c(C=O)cn3C)c(OC)c1OC
1.0,COc1cc(-c2c[nH]cc2-c2ccc3ccccc3c2)cc(OC)c1OC
0.0,COc1ccc(Nc2cc(/C=C/c3ccccc3)nc3cc(OC)c(OC)c(OC)c23)cc1OC
1.0,COc1ccc(S(=O)(=O)N(C)c2cc(OC)c(N(C)C(C)=O)cc2OC)cc1
0.0,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(c(N=Cc3c(F)c(F)c(F)c(F)c3F)c3c(c2OC)OCO3)CCN1C
0.0,COc1cc(-c2cc(-c3cnn(C)c3)nc(-n3cc(/C=C/C(=O)c4c(C)cc(C)cc4C)cn3)n2)cc(OC)c1OC
1.0,CCNc1nc(N2CC(=O)Nc3cc(OC)ccc32)c2cccnc2n1
0.0,COc1ccc(/C=C/c2cc(OC)cc(OC)c2COC(=O)/C=C/c2ccccc2)cc1
0.0,CCCCCn1ccnc1-c1cc(OC)c(OC)c(OC)c1
0.0,COc1cc(-c2nccn2-c2cccc([N+](=O)[O-])c2)cc(OC)c1OC
0.0,COc1cc(N/C=C\C(=O)c2c(-c3ccccc3)nc3ccccn23)cc(OC)c1
0.0,COc1ccc(-c2cccc(-c3cc(OC)c(OC)c(OC)c3)n2)cc1/C=C/C(=O)O
1.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N)CC2
1.0,C=C[C@H]1C(=O)N(c2cc(OC)c(OC)c(OC)c2)[C@@H]1c1ccc(C)cc1
1.0,COc1ccc(CNC(=O)c2cc([N+](=O)[O-])ccc2N2CCCCC2)cc1O
0.0,CC(C)COC(=O)c1c(F)c(F)c(F)c(F)c1S(=O)(=O)N(C)C
0.0,CC(C)=CC[C@@H](OC(=O)CCCC[C@@H]1CCSC(c2ccccc2Cl)S1)C1=CC(=O)c2c(O)ccc(O)c2C1=O
0.0,COc1ccc(/C=C/c2cc(OC)cc(OC)c2COC(=O)/C=C/c2cccc(OC)c2)cc1
0.0,COc1cc(/C=C/C(=O)N2CCN(c3cc(Sc4nc5ccccc5[nH]4)nc(N)n3)CC2)cc(OC)c1OC
0.0,CCCC[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(=O)C=C[C@@H]1OC(C)=O
0.0,CCc1cc(=O)oc2ccc3[nH]ccc3c12
0.0,CSc1ncc(/C=C/C(=O)c2ccc([N+](=O)[O-])cc2)n1Cc1ccccc1
0.0,O=C1CCCN1c1ccc(S(=O)(=O)Oc2ccc(-c3ccccc3)cc2)cc1
0.0,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
1.0,COc1cc(-n2cccc2-c2ccc3ccccc3c2)cc(OC)c1OC
0.0,COC(=O)NCCc1c(C(=O)c2ccccc2[N+](=O)[O-])[nH]c2ccccc12
1.0,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O
1.0,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
1.0,COc1ccc(C(=O)c2ccc(Br)cc2)cc1OCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1
1.0,COc1ccc(S(=O)(=O)N(CC#N)c2cc(OC)c(OC)cc2Br)cc1
1.0,Nc1ccccc1NC(=O)c1ccc(CNc2cccc3c2N(S(=O)(=O)c2ccc(Cl)cc2)CC3)cc1
0.0,CC(C)(C)c1nc(Nc2ccccn2)sc1Cc1cc2ccccc2[nH]c1=O
0.0,COC1=CC[C@@H]([C@@H](C)/C=C(C)/C=C\C=C/C(=O)N[C@H](C(=O)Nc2ccccc2CCO)C(C)(C)C)OC1=O
0.0,COc1ccc(Nc2ncccc2NC(=O)c2cn(Cc3cc(OC)c(OC)c(OC)c3)nn2)c(OC)c1
1.0,COc1ccc(C(=O)c2ccccc2F)cc1OCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1
0.0,O=C1CN(c2ccc(S(=O)(=O)Oc3ccc(-c4ccccc4)cc3)cc2)C(=O)N1
0.0,COc1ccc2c(c1)c(Nc1cc(OC)c(OC)c(OC)c1)c(C(=O)OC(C)C)n2C
1.0,COc1ccc(/C=C\c2ccc3c(c2)c(C=NO)cn3C)c(OC)c1OC
0.0,Nc1ncnc2c1cnn2C(NC(=O)OCCN1CCOCC1)C(Cl)(Cl)Cl
1.0,COc1ccc(C(=NO)c2cc(Cl)nc(SC)c2)cc1
1.0,CCOC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21
0.0,COc1ccc(C)cc1NC(=O)c1nc(-c2cc(OC)c(OC)c(OC)c2)n(-c2ccc(F)c(Cl)c2)n1
0.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
1.0,COc1cc(Nc2cc(Nc3cccc(NC(=O)C4CC4)c3)ncn2)ccc1Cl
0.0,C=C(c1cc(OC)c(OC)c(OC)c1)c1ccc2c(c1)c1ccccc1n2C
0.0,COc1cc(-c2ncncc2-c2ccc(Br)cc2)cc(OC)c1OC
0.0,Cc1ncc([N+](=O)[O-])n1CCOC(=O)NC(Nc1nccc(Cl)n1)C(Cl)(Cl)Cl
1.0,C=C(c1ccncc1)c1ccc(OC)c(O)c1
1.0,COc1cc(C(=O)c2cccc(-c3cc[nH]c3)n2)cc(OC)c1OC
0.0,COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)N32)OCO4)ccn1
0.0,Cc1ncc([N+](=O)[O-])n1CCOC(=O)NC(n1cnc2c(OCc3ccccc3)nc(N)nc21)C(Cl)(Cl)Cl
0.0,COc1cc([Se](=O)(=O)/C=C/c2cccc3c2ccn3C)cc(OC)c1OC
0.0,O=C(/C=C\Nc1ccc2[nH]ccc2c1)c1c(-c2ccc(Cl)cc2)nc2ccccn12
1.0,O=C(Nc1cccc(Nc2cc(N3CCc4ccccc43)ncn2)c1)C1CC1
1.0,O=c1[nH]c(-c2cccc(F)c2)cc2cc(F)ccc12
1.0,COc1ccc2c(c1)NC(=O)CN2c1nc(C)nc2c1CCC2
0.0,C=C[C@H]1C(=O)N(c2cc(OC)c(OC)c(OC)c2)[C@@H]1c1ccc(F)cc1
1.0,COc1ccc2c(c1)NC(=O)CN2c1nc(Cl)nc2c1CCCC2
0.0,COc1ccc(Nc2nc(C(C)(C)C)c(Cc3cc4ccccc4[nH]c3=O)s2)cc1
0.0,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O
0.0,COCCSc1nc(-c2ccccc2Cl)nn1CCOC
0.0,COc1ccc(C(=O)Nc2cc(OC)c(OC)c(OC)c2)cc1N
1.0,C=C[C@H]1C(=O)N(c2cc(OC)c(OC)c(OC)c2)[C@@H]1c1ccc(OCC)cc1
1.0,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccncc2)[nH]c1=O.O=C(O)C(F)(F)F
0.0,OC1CSc2nc(-c3ccccc3Cl)nn2C1
1.0,O=C1N=C(Nc2ccc(O)cc2)SC1=Cc1ccccc1OCc1ccccc1
1.0,COc1cc(N(C)c2nc(Cl)nc3ncccc23)cc(OC)c1OC
1.0,C=C(c1cc(Cl)nc(SC)c1)c1ccc2c(c1)c(C=O)cn2C
0.0,O=c1[nH]c(-c2ccc(F)cc2)cc2cc(F)ccc12
1.0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)CCCCl)CC2
0.0,COc1ccc(/C=C/c2cc(Nc3ccc(OC)cc3)c3c(OC)c(OC)c(OC)cc3n2)cc1
0.0,COc1cccc(-c2cc3cc(F)ccc3c(=O)[nH]2)c1
0.0,CCOC(=O)CCN1N=C(c2ccc(OC)cc2)CN(c2cc(OC)cc(OC)c2)C1=O
1.0,COc1cc(-c2nnc(-c3cc4cc(OC(C)C)ccc4nc3OC)o2)cc(OC)c1OC
1.0,O=C1NCCN1c1ccc(S(=O)(=O)Nc2cc(Br)cc(Br)c2)cc1
0.0,CC(C)(C)c1ccc(CN=C2NC(=O)C(=Cc3c[nH]c4ccccc34)S2)cc1
1.0,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
0.0,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1)c1ccc(C(F)(F)F)cc1
0.0,COc1ccc(CN(C(=O)CSc2nncs2)c2cc(OC)c(OC)c(OC)c2)cc1
0.0,COc1cc(-c2nccn2-c2ccc3[nH]ccc3c2)cc(OC)c1OC
0.0,CCc1ccccc1C=C1SC(Nc2ccc(O)cc2)=NC1=O
0.0,CC1=C(N2CC2)C(=O)C(c2cc(-c3ccc(Cl)cc3)on2)=C(N2CC2)C1=O
0.0,COc1cc(N(Cc2ccccc2)C(=O)CSC(=S)N2CCN(C(=O)OC(C)(C)C)CC2)cc(OC)c1OC
0.0,CC(C)(C)c1nc(Nc2ccc(F)c(Cl)c2)sc1Cc1cc2ccccc2[nH]c1=O
1.0,O=c1[nH]c(-c2cccc(F)c2)cc2cc(F)ccc12
0.0,COc1ccc(NC(=O)c2nc(-c3cc(OC)c(OC)c(OC)c3)n(-c3ccc(F)c(Cl)c3)n2)cc1Cl
0.0,COc1ccc(NC(=O)Nc2cccc(CNc3cnc4cc(F)c(F)cc4n3)c2)c(C)c1
1.0,COc1c(Br)cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)N32)OCCO4)cc1Br
0.0,CCCn1ccnc1-c1cc(OC)c(OC)c(OC)c1
0.0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
1.0,O=C1CCCN1c1ccc(S(=O)(=O)Oc2cc(Br)cc(Br)c2)cc1
0.0,COc1cc(N(Cc2cn(C)c3cc(C)ccc23)C(=O)Cn2cccn2)cc(OC)c1OC
1.0,COc1ccc(/C=C\c2cc(OC)c(OC)c(N(C)C(C)=O)c2)cc1
0.0,O=C1CNC(=O)N1c1ccc(S(=O)(=O)Oc2cccc(Cl)c2)cc1
0.0,COc1cc(-c2n[nH]c(=O)n2-c2ccccc2C)cc(OC)c1OC
0.0,c1ccc(CSc2nnc(-c3ccccc3)c(-c3ccccc3)n2)cc1
0.0,C/N=C(\c1ccc(OC)cc1F)c1[nH]c2ccccc2c1CCNC(=O)OC
1.0,CSc1cc(C(=O)c2ccc3c(c2)c(C=O)cn3C)cc(Cl)n1
1.0,COc1ccc(CNC(=O)c2cc(Cl)ccc2N2CCOCC2)cc1O
0.0,N#C/C(=C\c1ccc[nH]1)c1nc2ccccc2n1-c1ccccc1
0.0,COc1cc(C2(O)CSC(=S)N2Cc2ccc(F)cc2)cc(OC)c1OC
1.0,COc1cccc(Nc2cc(Nc3cccc(NC(=O)C4CC4)c3)ncn2)c1F
0.0,O=C1NC(=NCc2ccccc2)SC1=Cc1cn(CC(=O)c2ccccc2)c2ccccc12
1.0,CCOC(=O)NC(n1cnc2c(N)nc(F)nc21)C(Cl)(Cl)Cl
1.0,CCN(c1cc(OC)c(OC)cc1Br)S(=O)(=O)c1ccc(OC)cc1
0.0,O=C(Nc1cccnc1Nc1ccc(F)cc1)c1cn(Cc2ccc(F)cc2)nn1
1.0,COc1c(Cl)cc([C@@H]2c3cc4c(cc3C[C@H]3C(=O)NC(=O)N23)OCCO4)cc1Cl
1.0,COc1ccc(C2N=C2c2cc(OC)c(OC)c(OC)c2)cc1F
0.0,O=C(c1[nH]c2ccc(Cl)cc2c1-c1ccccc1)N1CC(O)C1
0.0,O=C(N/N=C/c1ccco1)c1[nH]c2ccc(Br)cc2c1-c1ccccc1
1.0,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O
0.0,COc1ccc(CN2CCNc3cc(OC)ccc32)cc1
1.0,COc1ccc(-c2c[nH]cc2-c2cc(OC)c(OC)c(OC)c2)cc1F
1.0,COc1ccc([C@H]2[C@H](CI)C(=O)N2c2cc(OC)c(OC)c([Se]C)c2)cc1O
1.0,Fc1ccc2c(c1)CCCN2c1nc(Cl)nc2ncccc12
1.0,COc1ccc(-c2c(-c3cc(OC)c(OC)c(OC)c3)no[n+]2[O-])cc1O
1.0,COc1cc(-n2cccc2-c2cc3ccccc3s2)cc(OC)c1OC
1.0,COc1cc(C(=O)c2cccc(-c3cccc(O)c3)n2)cc(OC)c1OC
1.0,C=C(c1ccc(OC)c(/C=C/C(=O)NO)c1)c1cc(OC)c(OC)c(OC)c1
1.0,COc1cc(-c2nnc(-c3cc4cc(C)ccc4nc3OC)o2)cc(OC)c1OC
0.0,COc1ccc2c(c1OCCCCSc1nnc(NC(=O)c3ccc(C(F)(F)F)cc3Br)s1)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
1.0,COc1ccc(CN(C(=O)Cc2ccc(C(=O)Nc3ccccc3N)cc2)c2cc(OC)c(OC)c(OC)c2)cc1O
0.0,CCOC(=O)CNC(=O)Nc1ccc(S(=O)(=O)Oc2cccc(F)c2)cc1
0.0,COc1ccc(C(=O)Nc2cc(OC)c(OC)c(OC)c2)cc1[N+](=O)[O-]
1.0,CCc1cccc(Nc2cc(Nc3cccc(NC(=O)C4CC4)c3)ncn2)c1
1.0,COc1cc(/C=C\c2ccc3c(c2)c(Br)cn3C)cc(OC)c1OC
0.0,COc1ccc(/C=C/c2cc(OC)cc(OC)c2COC(=O)/C=C/c2ccc(OC)c(OC)c2OC)cc1
0.0,COc1cc(N2C(=O)C(c3ccccc3)C2c2ccccc2Br)cc(OC)c1OC
1.0,COC(=O)c1c(Nc2cc(OC)c(OC)c(OC)c2)c2cc(OC)ccc2n1Cc1ccccc1
1.0,CCNc1nc2c(c(N3CC(=O)Nc4cc(OC)ccc43)n1)CCC2
0.0,O=C(Nc1cccc(CNc2cnc3cc(F)c(F)cc3n2)c1)Nc1cccc([N+](=O)[O-])c1
1.0,COc1nc(Nc2cccc(NC(=O)C3CC3)c2)cc(Nc2cccc(C(F)(F)F)c2)n1
0.0,COc1cc(-c2ccnc3nc(NC(C)=O)nn23)cc(OC)c1OC
0.0,COC(=O)c1coc(-c2nc3oc2[C@@]2(c4ccc5ccccc5c4)C(=O)Nc4ccc(cc42)C[C@H](NC(=O)[C@@H](O)C(C)C)C(=O)N[C@H]3C(C)(C)C)n1
0.0,COc1ccc2c(c1)NCCN2C(=O)c1ccc(Cl)c([N+](=O)[O-])c1
0.0,Nc1nc(F)nc2c1ncn2C(NC(=O)OCCc1ccccn1)C(Cl)(Cl)Cl
1.0,CN(C)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1OCc1ccccc1
0.0,COc1cc(C2=NC3=NC(C)=C(C(C)=O)C(c4cc(Br)cc(Br)c4)N3N2)cc(OC)c1OC
1.0,COc1cc(-c2cccc3nc(-c4ccc5[nH]ccc5c4)oc23)cc(OC)c1OC
1.0,COc1ccc(CN(C(=O)CSc2nc3ccccc3s2)c2cc(OC)c(OC)c(OC)c2)cc1O
