pChEMBL Value,Canomicalsmiles
1.0,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
1.0,COc1cc2c(c(OC)c1OC)-c1ccc(OCc3ccc(C=Cc4cnc5ccccc5c4)cc3)c(=O)cc1[C@@H](NC(C)=O)CC2
1.0,COc1cccc(Nc2cc(Nc3cccc(NC(=O)C4CC4)c3)ncn2)c1
0.0,CSC(SC)=C(C#N)c1nc2c3c(ncn2n1)Oc1ccc2ccccc2c1C3c1ccccc1Cl
1.0,COc1cccc(Nc2nc(Nc3cccc(NC(=O)C4CC4)c3)c3ccsc3n2)c1
0.0,Nc1nc(Cl)nc2c1ncn2C(NC(=O)OCc1ccccc1)C(Cl)(Cl)Cl
1.0,COc1cccc(Nc2cc(Nc3cccc(NC(=O)C4CC4)c3)ncn2)c1F
1.0,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@@H](OC(=O)CNC(=O)CCCCCN3C(=O)C=CC3=O)[C@@H](Cl)c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl
1.0,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
1.0,COc1ccc(CN(C(=O)CSc2nc3ccccc3s2)c2cc(OC)c(OC)c(OC)c2)cc1N
0.0,CCN1C(=O)[C@@H]2Cc3cc4c(cc3[C@@H](c3cc(OC)c(OC)c(OC)c3)N2C1=O)OCO4
1.0,COc1cc(C(=O)c2cccc(-c3ccc(C(F)(F)F)cc3)n2)cc(OC)c1OC
1.0,COc1ccc(S(=O)(=O)N(C)c2cc(OC)cc(OC)c2)cc1
0.0,CCOc1ccccc1/C=C/C(=O)Nc1ccccc1-c1nc2cc(OC)ccc2[nH]1
0.0,CCCc1cc(=O)oc2ccc3[nH]ccc3c12
1.0,COc1cc(C(=O)c2cccc(-c3ccc(C(C)=O)cc3)n2)cc(OC)c1OC
1.0,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O
0.0,COc1ccc(C(=O)Nc2nnc(SCCCCOc3c(OC)ccc4c3C(=O)O[C@@H]4[C@H]3c4c(cc5c(c4OC)OCO5)CCN3C)s2)cc1
0.0,COc1cc(C=CC(=O)C(=Cc2ccc(O)c(OC)c2)C(=O)C=Cc2ccc(O)c(OC)c2)ccc1O
0.0,COc1cc(C2=NC3=NC4=C(C(=O)CCC4)C(c4ccc(C(F)(F)F)cc4)N3N2)cc(OC)c1OC
0.0,COc1ccc(Cn2cc(C(=O)Nc3cccnc3Nc3ccc(O)cc3)nn2)cc1
0.0,COc1ccc(CN(C(=O)CN2CCOCC2)c2cc(OC)c(OC)c(OC)c2)cc1
1.0,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
0.0,C[C@]12CC[C@@H]3c4ccc(Oc5ccc(C(=O)NO)cn5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
1.0,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O
0.0,COc1ccc(C(=O)Cn2cc(C=C3SC(=NCCc4ccc(OC)c(OC)c4)NC3=O)c3ccccc32)cc1
1.0,COc1ccc(-c2c[nH]cc2-c2cc(OC)c(OC)c(OC)c2)cc1Cl
0.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
1.0,C=C(c1cc(Cl)nc(NC)c1)c1ccc(OC)c(O)c1
0.0,CSc1ncc(/C=C/C(=O)c2ccc(Cl)cc2)n1Cc1ccccc1
1.0,CCOC(=O)CN(c1cc(OC)c(Br)cc1OC)S(=O)(=O)c1ccc(OC)cc1
1.0,COc1ccc(C(=O)c2ccc(F)cc2)cc1OCCOCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1
0.0,COc1ccc(C(=O)Nc2cc(OC)c(OC)c(OC)c2)cc1N
0.0,COc1ccc(CN(C(=O)CSc2nc3ccccc3s2)c2cc(OC)c(OC)c(OC)c2)cc1OC
0.0,COc1ccc2c(c1OCCCCSc1nnc(NC(=O)c3cccc(C(F)(F)F)c3)s1)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
0.0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
0.0,COc1cc([Se](=O)(=O)/C=C/c2cn(C)c3ccccc23)cc(OC)c1OC
0.0,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)CCC(=O)n1cc(/C=C/c2cccnc2)c2ccccc21
1.0,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
0.0,COc1ccc(/C=C/c2cc(OC)cc(OC)c2COC(=O)/C=C/c2ccc(Cl)cc2)cc1
0.0,COc1cc(-c2nccn2-c2ccc3cc[nH]c3c2)cc(OC)c1OC
0.0,COc1cc(Nc2cc(/C=C/c3ccc(F)cc3)nc3cc(OC)c(OC)c(OC)c23)cc(OC)c1OC
0.0,Cc1ccc(-c2nnc(S)nc2-c2ccc(C)cc2)cc1
0.0,COC(=O)c1coc(-c2nc3oc2[C@@]2(C(C)C)C(=O)Nc4ccc(cc42)C[C@H](NC(=O)[C@@H](O)C(C)C)C(=O)N[C@H]3C(C)(C)C)n1
1.0,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1
1.0,COc1ccc(S(=O)(=O)N(C)c2cc(OC)ccc2OC)cc1
1.0,COc1ccc(CNC(=O)c2cc(C(F)(F)F)ccc2N2CCOCC2)cc1O
1.0,COc1cc(C(=O)/C=C/c2c[nH]c3ccccc23)cc(SC)c1OC
0.0,O=C(Nc1cccnc1Nc1ccc(O)cc1)c1cn(Cc2cccc(Oc3ccccc3)c2)nn1
1.0,O=C(Nc1cccc(Nc2nc(Nc3cccc(C(F)(F)F)c3)c3sccc3n2)c1)C1CC1
1.0,COC(=O)c1coc(-c2nc3oc2[C@@]2(c4ccccc4)C(=O)Nc4ccc(cc42)CC[C@H](NC(=O)[C@@H](O)C(C)C)C(=O)N[C@H]3C(C)(C)C)n1
1.0,CCc1ccc(-c2cccn2-c2cc(OC)c(OC)c(OC)c2)cc1
1.0,COc1ccc(S(=O)(=O)N(C)c2cc(OC)c(OC)cc2Br)cc1
0.0,COc1cc2c(cc1OCCCCC(=O)NO)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OS(N)(=O)=O)CC[C@@H]12
1.0,CCOC(=O)c1c(Nc2cc(OC)c(OC)c(OC)c2)c2cc(OC)ccc2n1C
1.0,COc1cc(C(=O)c2cccc(-c3ccc(C)c(Cl)c3)n2)cc(OC)c1OC
1.0,COc1ccc(S(=O)(=O)Nc2ccc(OC)c(OC)c2)cc1
0.0,COc1cc(-c2nccn2-c2cccc(C)c2)cc(OC)c1OC
0.0,O=C1N=C(Nc2ccc(O)cc2)SC1=Cc1cccc(C(F)(F)F)c1
1.0,COc1cc(C(=O)c2cccc(-c3cncnc3)n2)cc(OC)c1OC
0.0,COc1ccc(-c2cccn2-c2cc(OC)c(OC)c(OC)c2)cc1C
0.0,Cc1nc(C)c(C)nc1C
1.0,COc1cc(-c2nnc3ccc(-c4ccc(C)cc4)nn23)cc(OC)c1OC
1.0,COc1ccc(S(=O)(=O)Nc2cc(OC)c(OC)c(OC)c2Br)cc1
1.0,COc1cc(C(=O)c2cccc(-c3ccc(O)cc3)n2)cc(OC)c1OC
1.0,COc1cc(OC)cc(-c2ccc(C(=O)c3ccccc3)cc2)c1
1.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
1.0,CCN(CC)C(=O)N[C@H]1CCc2c(I)c(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21
1.0,CCC1=C[C@@H]2CN(CCc3c([nH]c4ccc(Cl)cc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
0.0,COc1ccc2c(c1OCCCCSc1nnc(NC(=O)c3cccc(F)c3Br)s1)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
0.0,Cc1ncc([N+](=O)[O-])n1CCOC(=O)NC(n1cnc2c(Cl)ncnc21)C(Cl)(Cl)Cl
1.0,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
1.0,C=C1C(=O)N(c2cc(OC)c(OC)c(OC)c2)[C@H]1c1ccc([Se]C)cc1
1.0,C=C(c1cc(OC)nc(OC)c1)c1cc(OC)c(OC)c(OC)c1
1.0,COc1cccc(Nc2nc(Nc3cccc(NC(=O)C4CC4)c3)nc3ccccc23)c1
0.0,CCOC(=O)CSC(=S)C(C#N)c1nc2c3c(ncn2n1)Oc1ccc2ccccc2c1C3c1ccccc1Cl
0.0,COc1ccc(-n2c(-c3ccccc3)cc(C(=O)C(=O)Nc3cccnc3)c2C)cc1
1.0,C=Cc1ccc(COc2ccc3c(cc2=O)[C@@H](NC(C)=O)CCc2cc(OC)c(OC)c(OC)c2-3)cc1
1.0,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
0.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2cc(OC)c(OC)cc2OC)cc1
1.0,COC(=O)/C=C/c1oc2cc(OC)ccc2c1C(=O)c1cc(OC)c(OC)c(OC)c1
1.0,COc1ccc(/C=C\C(=O)c2cc(OC)c(OC)c(OC)c2)cc1O
0.0,C[C@]12CC[C@@H]3c4ccc(OCCCC(=O)NO)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
0.0,COc1ccc(C2C(C(C)=O)=C(C)N=C3N=C(c4cc(OC)c(OC)c(OC)c4)NN32)cc1[N+](=O)[O-]
0.0,CCC#CC(=O)Oc1ccc2c(ccn2C)c1
0.0,COc1cc(C2=NC3=NC4=C(C(=O)CCC4)C(c4ccc([N+](=O)[O-])cc4)N3N2)cc(OC)c1OC
1.0,COc1ccc2nc(OC)c(C=NNC(=O)c3cc(OC)c(OC)c(OC)c3)cc2c1
0.0,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)c1cccc(Cn2cc(CCOC(=O)CCC(=O)n3cc(C4CC(=O)NC4=O)c4cc(F)ccc43)nn2)c1
0.0,CCc1ccc(-c2cccn2-c2cc(OC)c(OC)c(OC)c2)cc1
0.0,COC(=O)c1coc(-c2nc3oc2[C@]2(c4ccccc4)C(=O)Nc4ccc(cc42)CC[C@H](NC(=O)[C@@H](O)C(C)C)C(=O)N[C@H]3C(C)(C)C)n1
0.0,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1
1.0,COc1cc(N(C)c2nc(Cl)nc3ncccc23)cc(OC)c1OC
0.0,COc1ccc(CN(C(=O)CSc2nnnn2C)c2cc(OC)c(OC)c(OC)c2)cc1
1.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2cc(OC)c(OC)c(OC)c2)cc1N
0.0,COc1cc(C(=O)n2cnc3ccc(Br)cc32)cc(OC)c1OC
0.0,Nc1nc(Nc2ccc3[nH]c(-c4ccccc4)nc3c2)cc(N2CCN(C(=O)/C=C/c3ccc(F)cc3)CC2)n1
0.0,COc1ccc(C(=O)NNC(=O)c2cc(OC)c(OC)c(OC)c2)cc1[N+](=O)[O-]
0.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
0.0,CCSc1ncc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)n1Cc1ccccc1
1.0,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O
1.0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)OCCOCCO)CC2
1.0,COc1cc(OS(=O)(=O)c2ccc(N3CC(=O)NC3=O)cc2)cc(OC)c1OC
0.0,CC(=O)OC1=C(c2ccccc2-c2ccccc2)Oc2ccccc2-n2cccc21
0.0,COc1cc2nc(/C=C/c3ccc([N+](=O)[O-])cc3)cc(Nc3ccc(C(=O)c4ccccc4)cc3)c2c(OC)c1OC
1.0,CCOP(=O)(OCC)C(Nc1ccc(CC(=O)Oc2cc(/C=C\c3cc(OC)c(OC)c(OC)c3)ccc2OC)cc1)c1ccccc1OC
1.0,C=C(c1ccc2c(ccn2C)c1)c1cc(C)nc2ccccc12
1.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
1.0,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2C(=O)C(F)(F)F)cc1F
0.0,COc1ccc(C=CC(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1
0.0,CC(=O)OC1=C(c2ccc3c(c2)OCO3)Oc2cc3ccccc3cc2-n2cccc21
1.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2cc(OC)c(OC)c(OC)c2)cc1N
1.0,COc1cc(C(=O)[C@@H]2CSC(c3ccc(O[Si](C)(C)C(C)(C)C)cc3)=N2)cc(OC)c1OC
0.0,COC(=O)c1cccc2[nH]cc(/C=C(\F)C(=O)c3cc(OC)c(OC)c(OC)c3)c12
0.0,COc1ccc(-c2sc3n(c(NC(C)(C)C)c4[n+]3[C@@H]3CC(=O)C=C[C@]3(C)OC4)c2-c2ccc(OC)cc2)cc1.O=S(=O)([O-])C(F)(F)F
1.0,O=C(NN=Cc1cccs1)c1[nH]c2ccc(Br)cc2c1-c1ccccc1
0.0,COc1ccc(C2C(C#N)=C(N)Oc3cc(OCc4nnc(S)n4-c4ccccc4)ccc32)cc1OC
1.0,C=C(c1ccc(N(C)C)cc1)c1cc(SC)nc(SC)c1
0.0,CC[C@]1(O)C[C@@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
0.0,COc1cc(C2=NC3=NC(C)=C(C(C)=O)C(c4ccc(Cl)c(Cl)c4)N3N2)cc(OC)c1OC
1.0,COc1ccc(C2CC(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O
1.0,COc1ccc2c(/C=C(\C)C(=O)c3cc(OC)c(OC)c([Se]C)c3)c[nH]c2c1
0.0,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1
1.0,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O
0.0,COc1ccc(/C=C/c2cc(OC)cc(OC)c2COC(=O)/C=C/c2ccc(Cl)cc2)cc1
0.0,COc1ccc(-c2csc3nc4ccc(N)cc4n23)cc1
0.0,COc1ccc(C(=O)c2ccc(-c3cc(C#N)cc(OC)c3)cc2)cc1
0.0,COc1ccc(CN(C(=O)CN2CCN(C(=O)OC(C)(C)C)CC2)c2cc(OC)c(OC)c(OC)c2)cc1
1.0,C=CCOc1c(OC)cc(C2C(C#N)=C(N)Oc3c2ccc2ccccc32)cc1OC
0.0,COc1cc(-c2nccn2-c2ccc(Br)cc2)cc(OC)c1OC
1.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
1.0,CCNc1nc2c(c(N3CC(=O)Nc4cc(OC)ccc43)n1)CCC2
0.0,COc1ccc(CN(C(=O)CN2CCN(C(=O)OC(C)(C)C)CC2)c2cc(OC)c(OC)c(OC)c2)cc1
1.0,Nc1nc(F)nc2c1ncn2C(NC(=O)OCCc1ccccn1)C(Cl)(Cl)Cl
0.0,COc1ccc(C(=O)c2cc([N+](=O)[O-])ccc2Cl)c2ccccc12
0.0,COc1cc2c(cc1OC)C(c1ccc(C)cc1)N(C(=O)c1ccc(/C=C/c3ccccc3)cc1)CC2
1.0,CCc1ccc2cccc(C3=C(OC(=O)N(C)C)c4cccn4-c4cc5ccccc5cc4O3)c2n1
1.0,C=C(c1cc(OC)c(OC)c(OC)c1)c1ccc2c(c1)c1ccccc1n2C
1.0,COc1ccc2c(c1)NC(=O)CN2c1nc(Cl)nc2ncccc12
1.0,COc1cc(-c2cc(-c3cnn(C)c3)nc(-n3cc(/C=C/C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)cn3)n2)cc(OC)c1OC
0.0,COc1cc(C(=O)/C=C/c2ccc(OC)c(O)c2)cc(OC)n1
1.0,CCOc1ccc(-c2cncnc2-c2cc(OC)c(OC)c(OC)c2)cc1Cl
0.0,Cc1ncc([N+](=O)[O-])n1CCOC(=O)NC(n1cnc2c(N(C)C)ncnc21)C(Cl)(Cl)Cl
0.0,CC(C)(C)c1ccc(CN=C2NC(=O)C(=Cc3c[nH]c4ccc(Br)cc34)S2)cc1
0.0,COc1cc(C2C(C#N)=C(N)Oc3c2ccc2ccccc32)cc(OC)c1OC(C)C
0.0,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1)c1ccc(O)cc1O
0.0,Cc1cccc(Nc2nc(C(C)(C)C)c(Cc3cc4ccccc4[nH]c3=O)s2)c1
1.0,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O
1.0,O=C(Nc1cccc(Nc2nc(Nc3cccc(C(F)(F)F)c3)nc3sccc23)c1)C1CC1
0.0,COc1ccc(C=NNC(=O)COc2ccc3c(c2)OC(N)=C(C#N)C3c2ccc(OC)c(OC)c2)cc1
0.0,N#C/C(=C\c1cnc2ccccc2c1)c1nc2ccccc2n1-c1ccccc1
0.0,COc1ccc(/C=C/c2cc(OC)cc(OC)c2COC(=O)/C=C/c2cccc(Br)c2)cc1
0.0,COc1ccc2c(c1)CCC(C(=O)c1ccc(OC)c(OC)c1)C2
0.0,COC(=O)NCCc1c(C(=O)c2ccccc2)[nH]c2ccccc12
0.0,COc1cc(/C=C/C(=O)N2CCN(c3cc(Sc4nc5ccccc5[nH]4)nc(N)n3)CC2)cc(OC)c1OC
1.0,COc1c(I)c2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)c1ccccc1)CC2
0.0,COc1cc(C(=O)c2nc(-c3ccc(C)cc3)n[nH]2)cc(OC)c1OC
1.0,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O
0.0,COc1cc2c(cc1OCc1ccc(C(=O)Nc3ccccc3N)cc1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OS(N)(=O)=O)CC[C@@H]12
0.0,CC[C@]1(O)C[C@@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
0.0,COc1cc(-c2nnc(SCC(=O)Nc3ccc(C(C)C)cc3)n2N)cc(OC)c1OC
0.0,COc1cc(N(Cc2cn(C)c3cc(Cl)ccc23)C(=O)Cn2cccn2)cc(OC)c1OC
0.0,COc1ccc(/C=C/C(=O)N2CCN(c3cc(Nc4ccc5[nH]c(-c6ccccc6)nc5c4)nc(N)n3)CC2)c(Br)c1
1.0,COc1cccc(Nc2cc(Nc3cccc(C(=O)NC4CCCC4)c3)ncn2)c1
0.0,COc1cc(C2(O)CSC(=S)N2Cc2ccccc2Cl)cc(OC)c1OC
1.0,CCc1ccc(-c2cccc(C(=O)c3cc(OC)c(OC)c(OC)c3)n2)cc1
0.0,COc1cc(N2C(=O)[C@@H](Cl)[C@@H]2c2cccc3ccccc23)cc(OC)c1OC
1.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
0.0,Cc1nc(C)c(C)nc1C
1.0,COc1cccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)c1
1.0,COc1ccc(C(=O)c2cc(Cl)nc(SC)c2)cc1
1.0,CC(=O)c1cccc(Nc2cc(Nc3cccc(NC(=O)C4CC4)c3)ncn2)c1
1.0,C=C[C@H]1C(=O)N(c2cc(OC)c(OC)c(OC)c2)[C@@H]1c1ccc2ccccc2c1
1.0,COc1cc(C(=O)c2cc(-c3ccc(C)cc3)ccn2)cc(OC)c1OC
1.0,COc1ccc(CN(C(=O)CSC(=S)N2CCN(C(=O)OC(C)(C)C)CC2)c2cc(OC)c(OC)c(OC)c2)cc1N
0.0,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1)c1cccc(O)c1
0.0,O=C(Nc1ccc(F)cc1)Nc1cccc(CNc2cnc3cc(F)c(F)cc3n2)c1
1.0,COc1ccc(S(=O)(=O)N(C)c2cc(OC)c(OC)c(OC)c2)cc1N(C)C
0.0,COc1ccc(NC(=O)CSc2nnc(-c3cc(OC)c(OC)c(OC)c3)[nH]2)cc1O
0.0,O=C1CCCN1c1ccc(S(=O)(=O)Oc2ccc(-c3ccccc3)cc2)cc1
0.0,COc1ccc(/C=C/c2cc(OC)cc(OC)c2COC(=O)/C=C/c2ccccc2)cc1
0.0,COc1ccc2c(c1OCCCCSc1nnc(NC(=O)c3ccc(OC(F)(F)F)cc3)s1)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
1.0,COc1cc(Sc2c[nH]c3c(-c4ccoc4)cccc23)cc(OC)c1OC
1.0,COc1ccccc1C(=O)C=Cc1nc(C)c(C)nc1C
1.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
0.0,CCN(CC)CCCC(C)NC(=O)OC1=C(c2cccc3cccnc23)Oc2cc3ccccc3cc2-n2cccc21
0.0,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1
0.0,Cn1cc(C(=O)c2nc3cc(Cl)ccc3s2)c2ccccc21
1.0,CCOC(=O)Cn1c(C)c(/C=N/NC(=O)c2cc3c(ccc4ccccc43)o2)c2ccccc21
0.0,C[C@]12CC[C@@H]3c4ccc(OCCCCCC(=O)NO)cc4CC[C@H]3[C@@H]1CC[C@@H]2OS(N)(=O)=O
1.0,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3)c2)[nH]c1=O.O=C(O)C(F)(F)F
0.0,COc1cc(-c2cccn2-c2ccc(N(C)C)cc2)cc(OC)c1OC
0.0,COc1cc(OC)cc(-n2ccnc2-c2cc(OC)c(OC)c(OC)c2)c1
1.0,C=C(c1cc(OC)nc(OC)c1)c1ccc2[nH]ccc2c1
0.0,COc1cc(C(=O)n2cnc3cc(Cl)ccc32)cc(OC)c1OC
0.0,COCOc1ccc(-c2c[nH]cc2-c2cc(OC)c(OC)c(OC)c2)cc1
0.0,CC(C)Cn1c(/C(C#N)=C/c2ccccc2)nc2ccccc21
0.0,CCCCCCCCC[C@@H](O)CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C[C@H](O)c1cc(C)cc(O)c1C(O)c1c(O)cccc1O
0.0,COc1ccc(CN(C(=O)CSc2nnnn2C)c2cc(OC)c(OC)c(OC)c2)cc1
1.0,CCOP(=O)(OCC)C(Nc1ccc(CC(=O)Oc2cc(/C=C\c3cc(OC)c(OC)c(OC)c3)ccc2OC)cc1)c1cccc(C(F)(F)F)c1
0.0,COc1ccc(NC(=O)CSc2nnc(-c3cc(OC)c(OC)c(OC)c3)n2N)cc1
1.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
1.0,COc1cc(C(=O)c2cc(F)cc(-c3ccc(C)c(O)c3)c2)cc(OC)c1OC
0.0,COc1cccc(N2CCN(C(=O)c3nnnn3-c3cccc(Cl)c3)CC2)c1
1.0,COc1ccc(C(=O)c2ccc(F)cc2)cc1OCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1
0.0,COc1cc(C(=O)/C=C/c2cn(C)c3ccccc23)cc([N+](=O)[O-])c1OC
1.0,COc1ccc2cc(-c3nnc(-c4cc(OC)c(OC)c(OC)c4)o3)c(OC)nc2c1
0.0,COc1cc(Nc2c(C(=O)OC(C)(C)C)[nH]c3ccccc23)cc(OC)c1OC
0.0,CC(C)Cn1c(/C(C#N)=C/c2ccccc2)nc2ccccc21
1.0,Cc1cc2nc(NC(=O)OC(C)C)[nH]c2cc1C
1.0,C=C(c1ccncc1)c1ccc(OC)c(O)c1
1.0,C=CCOc1c(OC)cc(C2C(C#N)=C(N)Oc3c2ccc2ccccc32)cc1OC
0.0,COc1cc(C2(O)CSC(=S)N2C)cc(OC)c1OC
0.0,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
1.0,COC1=CC[C@@H]([C@@H](C)/C=C(C)/C=C\C=C/C(=O)N[C@H](C(=O)N/C=C(/C)CCOC(N)=O)C(C)(C)C)OC1=O
1.0,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2OCF)cc1F
0.0,Cc1ncc([N+](=O)[O-])n1CCOC(=O)NC(Nc1cc2ccccc2cn1)C(Cl)(Cl)Cl
0.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
0.0,O=C(NN=Cc1ccc(O)cc1)c1[nH]c2ccc(Br)cc2c1-c1ccccc1
0.0,COc1cc(/C=C/C(=O)Nc2ccccc2-c2nc3ccccc3[nH]2)cc(OC)c1OC
0.0,COc1ccc2[nH]cc(C=C3SC(=NCCc4ccc(F)cc4)NC3=O)c2c1
1.0,COc1cc([C@@H]2c3cc4c(cc3C[C@H]3C(=O)NC(=O)N23)OCCO4)cc(F)c1OC
1.0,CC(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O.O=C(O)C(F)(F)F
1.0,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O
1.0,CSc1cc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc(SC)n1
